Age at enrollment,Application mode,Curricular units 1st sem (approved),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Debtor,Gender,Scholarship holder,Tuition fees up to date,Target
19,1,6,6,13.333333333333334,14.0,0,1,0,1,Graduate
33,42,14,14,13.072857142857144,13.072857142857144,0,1,1,1,Graduate
34,42,5,7,12.0,11.0,0,1,0,0,Dropout
18,1,6,6,15.5,16.0,0,0,0,1,Graduate
20,44,0,6,0.0,0.0,0,0,0,1,Dropout
19,1,6,6,14.714285714285714,15.166666666666666,0,0,1,1,Graduate
20,1,6,6,16.714285714285715,15.333333333333334,0,0,0,1,Graduate
19,1,6,6,10.857142857142858,11.666666666666666,0,0,1,1,Graduate
19,1,6,7,11.658333333333331,12.416666666666666,0,0,0,1,Graduate
22,18,5,6,11.6,12.0,0,0,1,1,Graduate
18,1,6,6,12.166666666666666,12.666666666666666,0,0,1,1,Graduate
19,1,6,6,12.5,12.833333333333334,0,0,1,1,Graduate
31,39,5,7,12.56,12.56,1,0,0,0,Dropout
18,17,7,7,13.19,14.23125,0,0,0,1,Graduate
19,1,3,6,11.0,11.25,1,0,1,1,Graduate
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
19,17,5,6,11.6,11.714285714285714,0,0,1,1,Graduate
19,1,6,7,14.266666666666666,14.266666666666666,0,0,0,1,Graduate
30,7,9,10,12.666666666666666,12.428571428571429,0,0,0,1,Graduate
18,18,7,8,12.771428571428572,12.771428571428572,0,0,0,1,Graduate
21,18,0,5,0.0,0.0,0,0,0,1,Dropout
19,44,6,6,15.5,13.571428571428571,0,0,1,1,Graduate
19,17,6,6,11.333333333333334,13.75,0,0,0,1,Dropout
19,1,6,6,13.333333333333334,13.4,0,0,1,1,Graduate
39,39,4,5,12.333333333333334,10.0,0,0,1,1,Graduate
20,17,0,0,0.0,0.0,0,0,0,1,Dropout
19,17,5,5,12.6,11.6,0,0,0,1,Graduate
24,39,6,6,14.857142857142858,13.6,0,0,0,1,Graduate
34,43,12,15,11.916666666666666,13.181818181818182,0,0,0,1,Graduate
46,39,0,5,0.0,0.0,0,0,0,1,Dropout
37,39,0,5,0.0,0.0,0,0,0,0,Dropout
18,1,6,6,17.0,15.5,0,0,0,1,Graduate
46,39,19,19,12.210526315789474,11.384615384615383,0,0,0,1,Graduate
30,39,6,6,13.0,12.857142857142858,0,0,1,1,Graduate
37,1,0,5,0.0,0.0,1,0,0,0,Dropout
20,44,6,6,13.571428571428571,12.714285714285714,0,0,0,1,Graduate
39,39,1,3,14.0,0.0,0,0,0,1,Dropout
53,39,0,5,0.0,0.0,0,0,0,0,Dropout
54,42,13,15,12.461538461538462,11.1,0,0,0,1,Dropout
19,44,4,6,14.4,13.0,0,0,0,1,Graduate
20,18,0,6,0.0,0.0,0,0,0,0,Dropout
18,1,6,6,14.333333333333334,14.166666666666666,1,0,0,1,Graduate
21,53,11,13,11.909090909090908,10.727272727272728,1,0,0,1,Graduate
18,18,6,6,13.714285714285714,14.375,0,0,0,1,Graduate
19,1,0,7,0.0,0.0,1,0,0,1,Dropout
18,17,5,7,13.46,12.2375,0,0,1,1,Dropout
19,1,6,6,15.0,13.333333333333334,0,0,0,1,Graduate
18,1,0,0,0.0,0.0,0,0,1,1,Dropout
19,1,5,6,13.4,12.8,0,0,0,1,Graduate
34,43,4,6,11.25,13.75,1,0,0,1,Graduate
18,1,5,5,12.6,11.6,0,0,0,1,Graduate
50,39,6,6,12.666666666666666,11.833333333333334,0,0,0,1,Graduate
41,43,21,21,12.333333333333334,12.105263157894736,1,0,0,1,Graduate
22,17,5,6,12.0,11.0,0,0,1,1,Dropout
43,39,5,5,16.4,16.6,0,0,0,1,Graduate
50,39,0,1,0.0,0.0,0,0,0,1,Dropout
60,39,6,6,12.75,14.75,0,0,0,1,Graduate
47,39,5,5,14.8,14.4,0,0,0,1,Graduate
22,1,17,17,10.36842105263158,11.5,0,0,0,1,Graduate
41,39,0,7,0.0,0.0,0,0,0,1,Dropout
32,42,13,15,12.692307692307692,12.384615384615383,0,0,0,1,Graduate
50,39,0,5,0.0,0.0,0,0,0,1,Dropout
54,39,0,7,0.0,0.0,1,0,0,0,Dropout
34,42,11,12,13.0,11.875,0,0,0,1,Dropout
45,39,4,6,12.5,11.666666666666666,0,0,0,1,Dropout
47,39,5,6,12.2,11.25,0,0,1,1,Graduate
33,39,1,5,10.0,12.0,0,0,0,1,Dropout
43,39,6,6,12.333333333333334,11.5,0,0,1,1,Graduate
54,7,13,13,14.307692307692308,15.23076923076923,0,0,0,1,Graduate
39,39,11,11,14.454545454545457,13.5,0,0,0,1,Graduate
39,39,5,5,11.0,13.2,0,0,0,1,Graduate
18,1,6,6,13.142857142857142,12.833333333333334,0,0,1,1,Graduate
19,17,6,6,13.75,11.857142857142858,0,0,1,1,Graduate
18,17,6,6,14.0,13.8,0,0,1,1,Graduate
44,39,8,8,13.75,12.5,0,0,0,1,Graduate
27,39,0,5,0.0,0.0,0,0,0,1,Dropout
18,1,6,6,13.166666666666666,12.428571428571429,0,0,1,1,Graduate
45,43,9,12,12.444444444444445,12.0,0,0,0,1,Dropout
20,17,6,6,12.666666666666666,13.0,0,0,0,1,Graduate
40,1,6,6,11.333333333333334,10.5,0,0,0,1,Graduate
18,43,7,7,13.6125,14.575,0,0,0,1,Graduate
21,18,7,8,12.414285714285716,12.414285714285716,0,0,0,1,Graduate
20,17,0,0,0.0,0.0,0,0,0,1,Graduate
27,7,0,5,0.0,0.0,0,0,0,1,Dropout
32,39,7,7,11.0,13.125,0,0,0,1,Graduate
18,17,6,6,14.0,13.5,0,0,1,1,Graduate
37,39,4,6,12.0,12.0,0,0,0,1,Dropout
19,17,6,6,12.5,12.5,0,0,0,1,Graduate
41,39,6,6,11.333333333333334,11.333333333333334,0,0,1,1,Graduate
18,1,6,7,14.066666666666668,14.066666666666668,0,0,1,1,Graduate
21,43,8,9,13.555555555555555,13.571428571428571,0,0,0,1,Graduate
23,44,5,6,11.6,12.25,1,0,0,0,Dropout
18,17,0,6,0.0,0.0,0,0,0,1,Dropout
18,1,8,8,13.27625,13.27625,0,0,0,1,Graduate
21,43,0,6,0.0,0.0,0,0,0,1,Dropout
19,1,6,6,14.375,14.75,0,0,0,1,Graduate
47,39,0,5,0.0,0.0,0,0,0,1,Dropout
39,7,12,13,13.416666666666666,14.5,0,0,0,1,Graduate
19,1,6,7,12.97166666666667,12.321428571428571,0,0,0,1,Graduate
38,43,14,15,10.928571428571429,11.833333333333334,0,0,0,1,Dropout
27,39,0,6,0.0,0.0,1,0,0,0,Dropout
18,1,0,0,0.0,0.0,0,0,1,1,Graduate
48,39,6,6,11.333333333333334,12.4,0,0,0,1,Dropout
25,39,1,5,11.0,0.0,0,0,0,1,Dropout
32,39,7,8,12.757142857142856,12.757142857142856,0,0,1,1,Graduate
18,1,6,6,14.5,14.666666666666666,0,0,1,1,Graduate
20,44,6,6,13.833333333333334,14.571428571428571,1,0,0,1,Graduate
20,1,4,5,11.25,10.4,0,0,0,1,Graduate
20,1,0,0,0.0,0.0,0,0,0,1,Dropout
39,39,0,5,0.0,12.5,0,0,0,1,Dropout
29,1,1,5,13.0,0.0,1,0,0,1,Dropout
36,39,0,5,0.0,0.0,1,0,0,1,Dropout
18,1,7,8,11.971428571428572,11.971428571428572,0,0,0,1,Graduate
51,39,0,6,0.0,0.0,0,0,0,1,Dropout
23,43,1,6,16.0,12.25,1,0,0,1,Dropout
21,44,0,6,0.0,0.0,0,0,0,1,Dropout
28,43,4,6,12.75,0.0,0,0,0,0,Dropout
41,39,0,2,0.0,0.0,0,0,0,1,Dropout
43,39,5,6,12.2,12.333333333333334,0,0,1,1,Graduate
19,1,12,12,14.5,13.583333333333334,0,0,1,1,Graduate
26,39,6,12,13.0,13.833333333333334,0,0,0,1,Graduate
18,1,7,7,11.714285714285714,12.75,0,0,0,1,Graduate
45,39,4,7,10.25,13.0,0,0,0,1,Dropout
19,44,0,6,0.0,0.0,0,0,0,1,Dropout
20,17,6,6,12.375,13.142857142857142,0,0,0,1,Graduate
18,1,6,6,12.666666666666666,12.0,0,0,0,1,Graduate
27,39,3,6,10.5,12.0,0,0,0,1,Dropout
20,1,6,6,14.125,12.6,0,0,0,1,Graduate
18,1,6,6,14.666666666666666,13.833333333333334,0,0,0,1,Graduate
26,39,0,0,0.0,0.0,0,0,0,1,Dropout
39,39,6,6,14.0,14.8,0,0,1,1,Graduate
18,1,0,0,0.0,0.0,0,0,0,1,Graduate
36,7,0,7,0.0,0.0,0,0,0,1,Dropout
38,39,11,11,12.636363636363637,11.0,0,0,0,1,Graduate
45,39,3,6,12.333333333333334,11.0,0,0,0,1,Dropout
62,39,6,6,15.0,12.833333333333334,0,0,0,1,Graduate
20,1,4,6,11.75,12.666666666666666,0,0,1,1,Graduate
18,1,7,8,14.13714285714286,14.13714285714286,0,0,0,1,Graduate
18,18,2,6,12.0,11.0,0,0,0,1,Dropout
23,1,5,5,10.8,11.5,0,0,0,1,Graduate
19,1,6,6,13.285714285714286,12.5,1,0,1,1,Dropout
19,17,5,5,13.6,12.6,1,0,1,1,Graduate
18,42,7,7,13.55,14.1875,0,0,0,1,Graduate
41,39,4,6,13.5,11.166666666666666,0,0,0,1,Graduate
51,39,5,6,11.6,14.2,0,0,1,1,Graduate
24,43,10,10,12.5,12.6,0,0,0,1,Graduate
25,39,1,5,11.0,12.666666666666666,0,0,0,1,Dropout
20,16,4,5,11.6,12.333333333333334,0,0,0,1,Graduate
19,1,0,0,0.0,0.0,0,0,0,1,Dropout
41,43,10,10,14.636363636363637,14.6,0,0,0,1,Graduate
19,1,6,6,13.0,12.166666666666666,0,0,1,1,Graduate
28,42,14,18,12.785714285714286,13.875,0,0,0,1,Dropout
21,1,6,6,14.5,12.0,0,0,0,1,Graduate
22,1,4,5,14.6,12.75,0,0,0,0,Dropout
18,17,6,6,12.5,12.166666666666666,0,0,0,0,Graduate
19,1,6,6,14.0,13.125,0,0,1,1,Graduate
19,17,7,7,13.801428571428572,14.575,0,0,1,1,Graduate
25,7,6,6,14.428571428571429,13.666666666666666,1,0,0,0,Graduate
18,42,6,7,14.35,14.35,0,0,1,1,Graduate
19,17,6,6,14.333333333333334,13.5,0,0,0,1,Graduate
46,39,6,6,13.333333333333334,11.833333333333334,0,0,0,1,Graduate
19,17,12,12,13.0,13.25,0,0,0,0,Graduate
18,1,6,6,14.5,13.0,0,0,1,1,Graduate
19,18,7,8,11.82,11.82,0,0,1,1,Graduate
20,1,0,6,0.0,0.0,0,0,0,1,Dropout
38,39,5,6,12.4,12.666666666666666,0,0,1,1,Graduate
18,17,6,6,12.571428571428571,11.857142857142858,0,0,0,1,Graduate
18,17,7,7,13.857142857142858,14.9,0,0,1,1,Graduate
18,17,5,6,11.833333333333334,13.8,0,0,0,1,Graduate
19,1,6,6,14.666666666666666,13.666666666666666,0,0,0,1,Graduate
37,39,0,4,0.0,0.0,0,0,0,0,Dropout
19,1,7,7,13.422222222222224,12.18888888888889,0,0,0,1,Graduate
19,1,6,6,14.0,12.2,0,0,1,1,Dropout
19,17,7,7,12.142857142857142,13.375,0,0,1,1,Dropout
18,17,5,5,12.8,13.0,1,0,1,1,Graduate
18,1,7,7,14.572857142857142,14.955555555555556,0,0,1,1,Graduate
18,1,4,5,11.25,11.0,0,0,0,1,Graduate
18,1,5,6,14.4,14.6,0,0,0,1,Dropout
20,1,7,7,12.982857142857142,14.4625,0,0,0,1,Graduate
20,17,6,6,15.75,13.0,0,0,0,1,Graduate
18,1,5,6,12.285714285714286,14.0,0,0,0,1,Dropout
20,16,6,7,13.755,13.571428571428571,0,0,0,1,Graduate
18,17,6,6,13.833333333333334,13.5,0,0,1,1,Graduate
19,1,0,7,0.0,0.0,0,0,0,1,Dropout
18,1,7,7,14.711111111111112,14.627777777777778,0,0,0,1,Graduate
20,53,11,11,14.615384615384617,13.7,0,0,0,1,Graduate
18,1,7,7,13.677142857142858,14.533333333333331,0,0,0,1,Graduate
19,16,5,5,13.166666666666666,12.8,0,0,1,1,Graduate
19,17,5,6,10.8,11.333333333333334,0,0,0,1,Graduate
19,17,3,5,12.0,12.833333333333334,0,0,0,1,Graduate
18,1,6,7,13.958333333333334,14.71875,0,0,0,1,Graduate
19,17,4,6,13.0,12.25,0,0,0,1,Dropout
24,1,0,0,0.0,0.0,0,0,1,1,Graduate
18,1,0,0,0.0,0.0,0,0,1,1,Graduate
18,1,7,8,14.0,14.0,0,0,1,1,Graduate
19,1,4,6,12.0,11.333333333333334,0,0,0,1,Dropout
35,39,8,8,13.625,14.0,0,0,1,1,Graduate
19,17,4,5,12.5,10.0,0,0,0,1,Graduate
28,7,14,15,12.428571428571429,11.909090909090908,0,0,0,1,Dropout
21,43,7,7,13.3875,15.9,0,0,0,1,Graduate
19,18,6,7,12.648333333333332,12.205555555555556,0,0,1,1,Graduate
19,5,6,6,14.0,13.333333333333334,0,0,0,1,Graduate
18,1,5,5,12.8,11.857142857142858,0,0,0,1,Graduate
18,1,6,6,11.333333333333334,10.833333333333334,0,0,0,1,Graduate
19,1,0,7,0.0,0.0,0,0,0,0,Dropout
20,1,6,6,14.166666666666666,13.0,0,0,1,1,Graduate
18,1,6,6,12.833333333333334,13.833333333333334,0,0,0,1,Graduate
19,1,4,7,12.0,11.833333333333334,1,0,0,0,Dropout
20,1,6,6,13.0,13.142857142857142,0,0,1,1,Dropout
18,17,6,6,12.333333333333334,13.6,0,0,0,0,Graduate
21,1,6,6,12.571428571428571,11.625,0,0,1,1,Graduate
19,5,6,6,12.333333333333334,12.833333333333334,0,0,1,1,Graduate
19,17,5,6,13.0,10.75,0,0,0,1,Graduate
18,1,6,6,13.166666666666666,14.2,0,0,0,1,Dropout
18,1,5,5,13.333333333333334,13.6,0,0,1,1,Graduate
18,1,4,5,13.0,13.142857142857142,0,0,0,1,Graduate
31,39,5,7,10.9,11.7,0,0,0,1,Dropout
20,16,6,6,15.857142857142858,16.0,0,0,1,1,Graduate
19,17,5,5,12.6,13.0,0,0,1,1,Dropout
19,17,6,6,14.0,14.571428571428571,0,0,1,1,Graduate
27,7,3,5,14.666666666666666,13.0,0,0,0,0,Dropout
18,17,6,6,13.666666666666666,14.0,0,0,1,1,Graduate
32,1,0,6,0.0,0.0,0,0,0,1,Dropout
18,1,7,8,12.628571428571428,12.628571428571428,0,0,0,1,Graduate
19,1,7,8,14.232857142857142,14.232857142857142,0,0,1,1,Graduate
18,17,2,6,10.0,0.0,0,0,0,1,Dropout
18,17,4,6,12.25,11.0,0,0,1,1,Dropout
24,39,6,6,13.5,13.0,1,0,1,0,Graduate
19,17,5,6,12.2,11.5,0,0,1,1,Graduate
21,17,0,6,0.0,0.0,1,0,0,1,Dropout
19,44,6,7,12.0,12.75,0,0,0,1,Graduate
36,39,6,7,12.35,12.5,0,0,1,1,Graduate
51,39,0,6,0.0,0.0,0,1,0,1,Dropout
29,39,0,6,0.0,0.0,1,1,0,0,Dropout
27,44,5,6,11.6,12.0,1,1,0,0,Dropout
57,2,12,15,11.75,12.22222222222222,0,1,0,0,Dropout
26,39,3,5,11.333333333333334,13.666666666666666,0,1,0,1,Dropout
19,1,5,5,10.8,12.25,0,1,0,1,Graduate
23,44,5,6,12.5,13.5,0,1,0,1,Dropout
27,39,5,5,15.2,14.166666666666666,0,1,0,1,Graduate
20,1,7,7,13.314285714285717,12.575,1,1,1,1,Graduate
19,18,11,12,13.090909090909092,12.083333333333334,0,0,1,1,Graduate
19,1,0,6,0.0,0.0,1,0,0,0,Dropout
20,1,5,6,12.2,11.5,0,0,0,1,Graduate
22,43,15,15,11.2,12.428571428571429,0,0,0,1,Graduate
18,1,3,5,12.333333333333334,12.0,0,0,0,1,Graduate
27,39,7,8,15.94285714285714,15.94285714285714,0,0,0,1,Graduate
27,39,0,5,0.0,0.0,0,0,0,1,Dropout
19,1,4,6,10.25,10.714285714285714,0,0,0,1,Graduate
23,1,6,6,14.166666666666666,12.5,0,0,1,1,Graduate
22,43,20,23,14.575,14.575,0,0,1,1,Graduate
18,17,1,6,10.0,0.0,0,0,1,1,Dropout
18,1,6,6,12.285714285714286,11.428571428571429,0,0,1,1,Graduate
31,39,6,6,14.0,12.333333333333334,0,0,1,1,Graduate
19,17,4,6,11.25,0.0,0,0,0,1,Dropout
24,17,1,6,12.0,0.0,0,0,0,1,Dropout
19,1,7,7,13.47,13.32625,0,0,0,1,Graduate
19,17,5,5,12.4,12.8,0,0,0,1,Graduate
26,39,3,6,11.75,11.5,0,0,0,0,Dropout
27,1,0,0,0.0,0.0,1,1,0,0,Dropout
19,17,6,6,12.0,12.428571428571429,0,0,0,1,Graduate
29,39,5,5,15.333333333333334,15.4,0,0,0,1,Dropout
18,1,8,8,12.32,12.32,0,0,1,1,Graduate
19,1,7,7,13.79857142857143,14.75625,0,0,0,1,Graduate
18,1,5,5,16.333333333333332,15.4,0,0,1,1,Graduate
19,42,0,0,0.0,0.0,0,0,0,1,Dropout
19,17,7,7,14.757142857142856,15.366666666666667,0,0,0,1,Graduate
19,17,6,6,11.666666666666666,12.333333333333334,0,0,0,1,Dropout
19,1,6,6,11.666666666666666,11.5,0,0,0,1,Graduate
19,1,6,6,15.0,13.333333333333334,0,0,1,1,Graduate
18,1,0,7,0.0,0.0,1,0,0,0,Dropout
20,1,6,6,13.571428571428571,13.333333333333334,0,0,0,1,Graduate
20,17,5,6,10.8,11.5,0,0,0,1,Graduate
31,1,5,10,11.4,12.833333333333334,0,0,0,1,Dropout
20,1,7,7,10.642857142857142,11.55,0,0,1,1,Graduate
18,1,6,7,14.65,14.65,0,0,0,1,Graduate
19,17,7,7,13.714285714285714,14.863636363636363,0,0,1,1,Graduate
30,43,15,16,12.266666666666667,12.071428571428571,0,0,0,1,Graduate
19,18,5,5,11.0,15.4,0,0,0,1,Graduate
22,1,5,5,13.8,13.0,1,0,0,1,Graduate
18,1,6,6,12.666666666666666,12.833333333333334,0,0,1,1,Graduate
18,17,6,6,11.75,12.0,0,0,0,1,Graduate
19,1,7,8,12.785714285714286,12.785714285714286,0,0,1,1,Graduate
18,1,6,6,14.444444444444445,13.333333333333334,0,0,0,1,Graduate
20,1,0,0,0.0,0.0,0,0,0,1,Graduate
18,1,4,5,12.75,11.75,0,0,0,1,Graduate
25,39,6,6,16.857142857142858,16.5,0,0,0,1,Graduate
19,1,6,6,13.166666666666666,15.0,0,0,0,1,Graduate
26,39,6,6,16.5,14.285714285714286,0,0,0,1,Graduate
21,17,4,5,11.75,11.6,0,0,0,1,Graduate
19,1,1,5,11.0,0.0,0,0,0,1,Dropout
19,17,7,8,15.114285714285714,15.114285714285714,0,0,1,1,Graduate
18,1,6,6,15.5,14.285714285714286,0,0,1,1,Graduate
32,43,7,10,11.142857142857142,12.0,0,0,1,1,Graduate
18,1,6,6,11.333333333333334,11.333333333333334,0,0,1,1,Graduate
39,39,5,5,10.6,10.75,1,0,1,1,Graduate
18,1,0,0,0.0,0.0,1,0,0,0,Dropout
18,17,6,6,15.666666666666666,13.833333333333334,1,0,1,1,Graduate
21,1,12,12,15.333333333333334,15.0,0,0,0,1,Graduate
21,43,9,14,12.0,11.25,0,0,0,1,Graduate
22,1,3,5,10.333333333333334,10.0,0,0,0,1,Dropout
21,1,0,0,0.0,0.0,0,1,1,1,Graduate
20,1,6,6,12.857142857142858,11.8,0,0,1,1,Graduate
19,1,7,8,14.328571428571427,14.328571428571427,0,0,0,1,Graduate
20,1,6,6,15.0,16.333333333333332,0,0,1,1,Graduate
19,1,5,5,13.6,12.4,0,0,0,1,Graduate
18,1,5,5,12.857142857142858,13.25,0,0,1,1,Graduate
18,17,2,6,14.5,10.0,0,0,0,1,Dropout
24,39,3,5,10.666666666666666,10.5,0,0,0,1,Dropout
21,1,6,6,13.428571428571429,11.333333333333334,1,0,1,0,Dropout
18,1,7,7,11.716666666666663,10.868,0,1,1,1,Graduate
20,17,4,5,12.0,12.8,0,1,1,1,Graduate
20,18,5,6,13.2,10.75,1,0,0,0,Dropout
18,17,5,6,12.2,12.25,1,0,0,1,Dropout
25,39,5,7,12.58,12.157142857142857,0,0,1,1,Graduate
35,39,0,7,0.0,0.0,1,1,0,1,Dropout
19,1,6,7,12.428571428571429,14.0,0,0,1,1,Graduate
18,1,6,6,13.0,13.0,0,1,1,1,Dropout
19,1,7,8,14.535714285714286,14.535714285714286,0,1,0,1,Graduate
18,17,6,6,16.0,13.666666666666666,0,1,0,1,Graduate
24,39,5,6,13.142857142857142,12.666666666666666,1,1,0,1,Dropout
25,43,11,14,11.6875,11.142857142857142,0,1,0,1,Graduate
19,1,6,6,13.833333333333334,13.666666666666666,0,1,1,1,Graduate
19,17,0,5,0.0,0.0,0,1,0,1,Dropout
30,39,0,5,0.0,0.0,0,1,1,0,Dropout
19,1,0,7,0.0,0.0,0,1,0,1,Dropout
21,17,1,5,10.0,0.0,0,1,0,1,Dropout
19,1,0,0,0.0,0.0,0,1,0,1,Dropout
29,39,0,6,0.0,0.0,0,1,0,0,Dropout
18,1,4,6,12.6,13.0,0,1,0,1,Dropout
20,42,7,7,12.375,11.25,0,1,0,1,Dropout
18,17,0,6,0.0,0.0,0,1,0,0,Dropout
19,1,5,5,12.6,12.666666666666666,0,1,0,1,Graduate
35,7,0,6,0.0,0.0,0,1,0,1,Dropout
20,1,7,8,12.84142857142857,12.84142857142857,0,1,0,1,Graduate
33,39,0,6,0.0,0.0,0,1,0,1,Dropout
18,1,6,6,14.166666666666666,12.833333333333334,0,1,0,1,Graduate
19,17,4,6,10.8,11.0,0,1,0,1,Dropout
18,17,6,6,13.0,0.0,0,1,0,1,Dropout
28,39,0,5,0.0,0.0,0,1,0,0,Dropout
18,1,5,5,13.0,13.333333333333334,0,1,0,1,Graduate
25,1,6,6,11.571428571428571,11.571428571428571,1,1,0,1,Dropout
19,1,4,6,11.5,11.0,1,1,0,0,Dropout
18,18,5,6,11.0,10.75,0,1,0,1,Graduate
29,7,6,6,17.11111111111111,15.571428571428571,0,1,0,1,Graduate
20,1,6,6,12.571428571428571,12.166666666666666,0,1,1,1,Graduate
20,44,0,6,0.0,0.0,0,1,0,1,Dropout
18,1,6,6,14.5,15.166666666666666,0,1,0,1,Graduate
21,1,6,6,13.5,12.333333333333334,0,1,1,1,Graduate
18,17,5,6,11.2,10.0,0,1,0,0,Dropout
20,1,3,5,10.666666666666666,12.25,0,1,0,1,Graduate
26,39,0,1,0.0,0.0,0,0,0,1,Dropout
19,17,1,5,10.0,0.0,1,0,0,1,Dropout
24,39,5,7,12.36,12.0,1,0,1,0,Dropout
20,1,6,6,15.25,14.714285714285714,0,0,1,1,Graduate
26,17,0,5,0.0,0.0,1,0,0,0,Dropout
31,39,1,5,13.0,12.25,0,0,0,1,Dropout
27,43,8,8,13.81375,13.81375,0,0,0,1,Graduate
24,1,6,6,13.285714285714286,12.875,1,0,0,1,Graduate
20,1,7,7,11.9625,13.044444444444444,0,0,1,1,Graduate
20,1,6,7,13.683333333333332,13.116666666666667,0,0,0,1,Graduate
24,39,7,8,14.985714285714286,14.985714285714286,0,0,0,1,Graduate
18,1,4,6,12.5,12.6,0,0,0,1,Graduate
20,17,0,6,0.0,0.0,0,0,0,1,Dropout
18,1,7,7,13.78,13.661,0,0,0,1,Graduate
19,1,7,7,13.805,14.2725,0,0,0,1,Graduate
18,17,5,5,13.8,12.6,0,0,0,1,Graduate
18,17,7,7,14.424285714285714,13.9375,0,0,0,1,Graduate
18,1,6,6,13.166666666666666,12.5,0,0,1,1,Graduate
34,43,14,16,12.071428571428571,12.272727272727272,0,0,0,1,Graduate
38,39,3,6,10.25,12.0,0,0,0,1,Dropout
19,1,8,8,14.11,14.11,0,0,1,1,Graduate
19,17,5,6,12.4,10.666666666666666,0,0,0,1,Dropout
21,43,6,6,12.0,12.0,0,0,0,0,Dropout
18,17,6,6,14.833333333333334,13.5,0,0,1,1,Graduate
20,17,6,6,15.428571428571429,13.5,0,0,1,1,Graduate
18,17,5,5,11.6,11.4,0,0,1,1,Graduate
18,1,6,6,14.166666666666666,14.0,0,0,0,1,Graduate
36,7,1,7,9.8,0.0,0,0,1,1,Dropout
18,17,4,5,10.714285714285714,11.0,0,0,1,1,Graduate
21,43,0,5,0.0,0.0,0,0,1,1,Dropout
21,44,3,6,12.333333333333334,13.0,1,0,1,1,Dropout
18,15,6,6,13.0,12.25,0,0,0,1,Graduate
18,17,4,5,11.4,11.25,0,0,0,1,Graduate
19,1,6,7,12.766666666666666,12.766666666666666,0,0,0,1,Graduate
29,39,5,6,12.6,12.666666666666666,1,0,0,1,Graduate
20,44,7,7,13.0,13.4,0,0,1,1,Graduate
18,17,6,7,14.316666666666668,14.316666666666668,0,0,0,1,Graduate
19,1,4,5,12.75,12.0,0,0,0,1,Graduate
19,1,5,5,13.4,12.6,0,0,1,1,Graduate
37,39,0,6,0.0,0.0,1,0,0,0,Dropout
18,1,4,5,15.75,13.8,0,0,1,1,Graduate
21,1,5,6,12.4,11.0,0,0,0,1,Dropout
19,17,6,6,11.5,12.333333333333334,0,0,1,1,Graduate
19,17,5,5,13.4,14.0,0,0,0,1,Graduate
30,39,0,7,0.0,0.0,0,0,0,1,Dropout
27,43,7,8,13.285714285714286,11.6,0,0,0,1,Dropout
45,1,4,6,11.5,10.5,0,0,1,1,Dropout
50,39,8,9,13.25,11.714285714285714,0,0,1,1,Graduate
41,42,11,14,12.25,13.4,0,0,0,1,Graduate
44,39,1,6,12.0,0.0,0,0,0,1,Dropout
23,7,13,15,10.923076923076923,11.142857142857142,0,0,0,1,Graduate
34,51,10,12,12.0,11.0,0,0,0,1,Dropout
21,1,5,5,13.714285714285714,14.4,0,0,1,1,Graduate
22,43,1,5,10.0,13.0,0,0,0,1,Dropout
32,39,2,6,10.333333333333334,11.5,0,0,1,1,Graduate
20,17,7,7,12.728571428571428,14.625,0,0,0,1,Graduate
59,7,12,15,13.333333333333334,12.875,0,0,0,0,Dropout
18,1,6,6,11.333333333333334,10.833333333333334,0,0,1,1,Graduate
36,43,5,5,13.8,13.8,0,1,0,1,Graduate
36,7,1,7,12.0,0.0,0,1,0,1,Dropout
19,17,4,6,11.25,10.166666666666666,0,1,0,0,Dropout
25,39,4,5,10.5,12.0,0,1,0,1,Graduate
35,39,18,18,11.555555555555555,11.615384615384617,0,1,0,1,Graduate
20,1,1,6,14.0,0.0,0,1,0,1,Dropout
35,39,1,6,13.0,0.0,0,1,0,0,Dropout
27,1,2,6,11.0,11.0,0,0,0,1,Dropout
19,17,4,6,10.5,11.25,0,0,0,1,Graduate
26,39,4,7,12.86,11.566666666666668,1,0,0,0,Dropout
19,17,6,6,14.25,14.0,0,0,0,1,Graduate
19,1,0,7,0.0,0.0,0,0,0,0,Dropout
18,1,0,0,0.0,0.0,0,0,0,1,Dropout
19,17,7,7,13.894285714285711,14.3625,0,0,1,1,Graduate
19,17,7,7,13.46875,13.31375,0,0,1,1,Graduate
19,1,5,5,13.6,14.6,0,0,1,1,Graduate
21,44,6,6,14.666666666666666,13.833333333333334,0,0,1,1,Graduate
18,1,6,6,13.666666666666666,13.0,0,0,0,1,Graduate
33,43,10,12,13.3,13.727272727272728,0,0,0,1,Graduate
32,7,11,11,13.454545454545457,12.428571428571429,0,0,0,1,Graduate
17,1,8,8,13.41625,13.41625,0,0,1,1,Graduate
31,39,0,7,0.0,0.0,0,0,0,1,Dropout
32,39,6,6,11.333333333333334,13.0,0,0,1,1,Graduate
18,1,6,6,16.0,14.625,0,0,0,1,Dropout
40,43,0,5,0.0,0.0,0,1,0,0,Dropout
32,1,5,5,14.8,14.2,0,1,0,1,Graduate
40,7,1,5,13.0,14.0,0,1,0,0,Dropout
18,1,0,0,0.0,0.0,0,1,1,1,Graduate
