admission_grade,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,target
121.9,1,0,1,0,0,20,6,6,13.5,Dropout
118.3,1,0,1,0,0,20,5,5,12.333333333333334,Graduate
118.8,0,0,1,0,0,19,5,5,13.4,Graduate
143.3,1,0,1,0,1,20,0,0,0.0,Graduate
155.7,1,0,1,0,0,27,12,11,14.727272727272728,Graduate
153.9,1,0,1,0,0,18,6,6,16.571428571428573,Graduate
137.8,0,0,1,0,0,18,7,7,15.145,Graduate
143.3,0,0,1,0,1,18,7,7,13.44285714285714,Graduate
123.2,0,0,1,0,0,20,5,5,14.166666666666666,Graduate
140.5,0,0,1,0,1,20,6,6,11.333333333333334,Graduate
130.0,1,0,1,0,0,18,8,8,13.76125,Graduate
104.8,0,1,0,0,0,22,7,5,11.6,Dropout
132.5,0,1,1,0,1,22,6,4,12.75,Graduate
136.5,0,0,1,0,0,19,6,6,15.307692307692308,Graduate
130.0,1,0,0,0,0,21,6,5,13.285714285714286,Dropout
190.0,1,0,1,0,0,27,7,7,14.757142857142856,Graduate
128.5,1,0,1,0,0,18,7,6,12.766666666666666,Graduate
126.6,0,0,0,0,0,18,5,5,10.4,Dropout
131.6,1,0,1,1,0,19,7,0,0.0,Dropout
119.0,0,0,1,1,1,35,5,4,10.5,Graduate
127.6,0,0,1,1,0,23,5,4,14.25,Graduate
100.0,0,0,1,1,0,28,7,3,11.916666666666666,Dropout
117.7,1,1,1,1,0,20,5,4,12.0,Dropout
124.7,1,0,1,1,0,21,5,3,11.0,Dropout
124.5,1,0,1,1,0,18,6,6,14.166666666666666,Graduate
140.8,1,0,1,1,0,22,6,6,14.666666666666666,Graduate
111.9,1,0,1,1,0,21,5,0,0.0,Graduate
140.0,0,1,0,1,0,38,7,3,12.666666666666666,Dropout
123.8,1,0,1,1,0,19,0,0,0.0,Dropout
134.0,0,0,1,1,0,24,5,0,0.0,Dropout
130.8,1,0,0,1,0,19,6,0,0.0,Dropout
130.2,1,0,1,1,1,19,7,7,13.7,Graduate
147.6,0,0,1,1,0,31,5,0,0.0,Dropout
113.4,1,0,1,1,1,19,6,6,13.333333333333334,Graduate
133.7,1,0,1,1,0,22,6,5,11.4,Graduate
128.2,0,0,1,1,0,25,5,0,0.0,Dropout
161.0,1,0,1,1,0,18,7,7,16.142857142857142,Dropout
130.0,1,0,1,1,0,30,8,0,0.0,Dropout
156.3,0,0,1,1,1,18,8,8,15.63375,Graduate
129.3,1,0,1,1,0,18,6,6,13.666666666666666,Graduate
129.3,0,0,1,1,0,18,6,0,0.0,Dropout
136.3,1,0,1,1,0,18,6,6,12.5,Graduate
140.0,0,0,1,1,1,25,6,6,12.285714285714286,Graduate
139.7,0,0,1,1,0,18,0,0,0.0,Dropout
105.0,0,0,1,1,0,25,7,4,12.95,Dropout
130.5,1,0,1,0,0,19,7,6,12.45,Graduate
131.5,1,0,1,0,1,20,8,8,13.38125,Graduate
100.0,1,0,0,0,0,33,7,5,12.16,Dropout
130.2,1,0,1,0,1,18,6,6,12.75,Graduate
133.5,1,0,1,0,0,19,8,8,13.3425,Graduate
133.2,1,0,1,0,1,20,7,7,14.175,Graduate
129.0,0,0,1,1,0,24,5,0,0.0,Dropout
100.0,0,0,1,1,0,24,5,0,0.0,Dropout
116.5,1,0,1,1,0,18,5,5,12.0,Graduate
124.2,1,0,1,0,1,18,6,6,10.571428571428571,Graduate
138.8,1,0,1,0,0,22,12,11,14.153846153846152,Graduate
126.4,1,0,1,0,1,18,6,6,11.166666666666666,Graduate
151.9,1,0,1,0,0,21,17,17,12.0,Graduate
120.0,1,0,1,0,0,38,5,3,11.333333333333334,Dropout
131.9,0,0,1,0,1,29,16,16,12.588235294117649,Graduate
131.7,1,0,0,0,0,18,6,0,0.0,Dropout
132.5,0,0,1,1,0,37,12,12,12.25,Graduate
116.5,0,0,1,1,0,20,5,5,11.6,Graduate
133.9,1,0,0,1,0,20,5,4,13.0,Dropout
145.4,0,1,1,1,0,40,5,3,10.666666666666666,Dropout
111.0,0,0,0,1,0,21,5,2,11.0,Dropout
120.0,0,0,1,1,0,21,7,6,13.428571428571429,Graduate
129.8,1,0,1,1,0,18,8,8,13.05375,Graduate
130.0,0,0,1,1,0,27,6,6,14.166666666666666,Graduate
126.3,0,0,0,1,0,38,6,0,0.0,Dropout
137.8,0,0,1,1,0,18,6,5,13.6,Dropout
115.4,1,0,1,1,0,18,6,6,13.714285714285714,Dropout
110.0,0,1,0,1,0,19,6,3,11.666666666666666,Dropout
97.4,0,1,0,1,0,44,6,1,14.0,Dropout
130.0,1,0,1,1,0,26,6,4,12.5,Dropout
156.0,0,1,0,1,0,24,6,5,11.833333333333334,Dropout
126.1,1,0,0,1,0,27,6,0,0.0,Dropout
120.0,0,1,0,1,0,27,6,0,0.0,Dropout
105.2,1,0,1,1,0,25,17,13,11.538461538461538,Dropout
137.8,1,0,1,1,1,19,0,0,0.0,Graduate
116.0,1,1,0,1,0,20,5,0,0.0,Dropout
150.0,1,0,0,0,0,22,6,3,12.666666666666666,Dropout
118.0,1,0,1,0,0,19,6,6,14.428571428571429,Graduate
109.3,1,0,1,0,1,18,7,7,13.117142857142856,Graduate
119.3,1,1,1,0,0,20,6,6,12.666666666666666,Graduate
146.3,1,0,1,0,1,18,0,0,0.0,Dropout
161.5,0,0,1,1,0,36,6,6,15.285714285714286,Graduate
140.0,0,1,1,1,0,19,5,3,10.5,Graduate
142.2,0,0,1,1,1,21,11,11,12.636363636363637,Graduate
129.2,1,0,1,0,0,26,5,0,0.0,Dropout
100.0,0,1,0,0,0,29,9,3,14.333333333333334,Dropout
140.0,0,0,1,1,0,27,7,0,0.0,Dropout
136.9,1,0,1,0,1,19,6,6,13.5,Graduate
148.7,0,0,0,1,0,20,4,0,0.0,Dropout
133.0,0,0,1,1,0,33,9,9,12.8,Graduate
150.0,0,1,1,1,0,35,5,5,10.8,Dropout
98.0,1,0,1,1,0,23,5,4,11.4,Graduate
122.4,1,0,1,1,0,19,7,7,13.725714285714286,Graduate
112.0,1,0,1,1,1,21,6,6,13.5,Graduate
143.8,0,0,1,1,0,27,8,7,15.57,Dropout
138.0,0,0,1,1,0,28,7,7,14.114285714285714,Dropout
103.5,0,0,1,1,0,42,6,0,0.0,Dropout
140.0,0,0,1,1,0,27,5,4,13.5,Graduate
108.7,1,0,1,1,0,23,6,4,11.25,Dropout
115.9,1,0,1,1,1,18,6,6,12.142857142857142,Graduate
127.3,0,0,1,1,0,26,8,7,13.075714285714286,Graduate
138.7,0,0,1,1,0,18,5,0,0.0,Dropout
135.8,0,1,1,1,0,29,5,3,11.0,Dropout
134.6,1,0,1,1,0,22,6,0,0.0,Dropout
132.8,1,0,1,0,1,19,8,7,13.512857142857142,Graduate
155.5,1,0,1,0,1,18,6,6,12.833333333333334,Graduate
132.0,1,0,1,0,1,18,5,3,15.0,Dropout
110.0,0,1,0,0,0,40,6,5,12.8,Dropout
127.3,1,1,0,0,0,20,6,3,12.333333333333334,Dropout
126.0,1,0,1,1,0,18,8,5,12.288,Dropout
130.0,0,0,1,1,0,31,12,12,12.333333333333334,Graduate
118.8,0,0,1,1,1,18,5,4,11.5,Graduate
127.6,1,0,1,1,0,22,6,6,11.833333333333334,Dropout
112.1,0,1,0,1,0,38,5,0,0.0,Dropout
130.0,0,0,1,1,0,33,5,0,0.0,Dropout
121.4,0,0,1,1,0,18,6,0,0.0,Dropout
120.6,1,0,1,1,0,27,6,6,12.333333333333334,Graduate
126.5,0,0,1,1,0,26,6,6,12.428571428571429,Graduate
120.2,1,0,1,0,1,19,7,7,12.765714285714289,Graduate
120.0,0,0,1,1,0,44,7,5,12.1,Dropout
137.5,1,0,1,1,0,19,5,5,12.0,Graduate
127.9,1,0,1,1,0,20,6,0,0.0,Dropout
131.8,0,0,1,0,0,31,14,13,11.357142857142858,Graduate
129.0,1,0,1,0,0,25,6,6,13.5,Graduate
115.8,1,1,0,0,0,19,6,0,0.0,Dropout
126.4,1,0,1,0,0,18,7,7,13.884285714285712,Dropout
112.9,0,0,1,0,0,24,6,2,11.666666666666666,Dropout
111.6,0,0,1,0,0,20,6,6,14.5,Graduate
152.0,0,0,1,0,0,18,6,6,14.714285714285714,Graduate
132.6,0,0,1,0,1,18,6,6,13.285714285714286,Graduate
120.0,0,1,0,0,0,28,7,0,0.0,Dropout
142.8,0,1,1,0,0,18,6,5,13.0,Dropout
124.8,0,0,1,0,1,18,6,6,11.5,Graduate
126.3,1,0,1,0,1,18,5,5,11.8,Graduate
119.0,1,0,0,0,1,19,5,3,10.666666666666666,Dropout
124.9,0,0,1,0,1,19,7,6,13.8875,Graduate
118.0,0,1,1,0,1,20,6,5,11.4,Graduate
100.0,0,0,1,0,0,34,11,9,12.333333333333334,Graduate
130.8,1,0,1,0,0,19,8,8,13.427499999999998,Graduate
110.0,1,0,1,0,0,24,6,6,15.166666666666666,Graduate
151.0,1,0,1,0,0,18,6,0,0.0,Dropout
131.0,1,0,1,1,0,19,5,2,10.5,Dropout
155.2,0,0,1,1,1,18,5,5,11.8,Graduate
119.7,1,1,1,1,0,19,7,7,13.075,Graduate
131.0,1,0,1,1,0,19,6,4,11.6,Dropout
116.9,0,0,1,1,0,19,6,6,13.666666666666666,Dropout
130.0,1,0,1,1,0,41,5,4,10.75,Dropout
137.8,0,0,1,1,0,19,7,6,13.492857142857144,Graduate
120.0,1,0,0,1,0,23,7,0,0.0,Dropout
133.0,0,0,1,1,0,18,5,5,13.285714285714286,Dropout
115.2,0,0,1,1,0,19,5,5,12.6,Graduate
160.0,1,0,1,1,0,20,6,6,14.0,Graduate
106.3,0,1,0,1,0,35,5,2,11.5,Dropout
103.0,0,0,0,1,0,34,6,0,0.0,Dropout
136.0,1,1,0,0,1,19,6,6,11.833333333333334,Graduate
146.5,1,1,0,1,0,22,6,5,11.5,Graduate
131.4,0,0,1,1,0,20,6,6,14.166666666666666,Graduate
137.0,0,1,1,1,0,30,5,0,0.0,Dropout
111.9,1,0,0,1,0,20,6,2,10.5,Dropout
131.2,1,0,1,1,0,18,6,6,11.833333333333334,Graduate
131.2,0,0,1,1,1,26,5,0,0.0,Dropout
140.0,0,0,1,1,0,26,5,5,12.4,Graduate
121.5,0,0,0,1,0,26,5,2,10.5,Dropout
153.5,0,1,0,1,0,31,5,0,0.0,Dropout
142.2,1,0,1,1,1,20,12,12,14.583333333333334,Graduate
131.1,1,0,1,1,0,19,6,6,11.666666666666666,Graduate
130.6,1,1,0,1,0,23,5,0,0.0,Dropout
115.0,1,0,1,1,1,20,7,1,13.0,Dropout
125.0,0,0,1,1,0,20,7,7,15.66,Graduate
97.5,1,0,1,1,0,29,6,0,0.0,Dropout
134.4,1,0,1,1,1,20,6,6,12.166666666666666,Graduate
118.8,0,0,1,1,0,24,7,6,13.3,Graduate
110.5,0,0,1,1,0,37,7,0,0.0,Dropout
123.3,1,0,1,1,0,18,7,0,0.0,Dropout
139.6,1,1,0,1,1,18,0,0,0.0,Dropout
138.8,0,0,1,1,0,18,8,7,13.55714285714286,Graduate
140.0,0,0,1,1,0,35,6,4,12.0,Dropout
118.2,0,0,1,0,0,19,5,0,0.0,Dropout
150.6,1,0,1,1,0,18,0,0,0.0,Graduate
126.0,1,0,1,0,0,19,7,6,12.183333333333332,Graduate
160.0,1,0,0,1,0,30,9,6,11.833333333333334,Dropout
160.0,0,1,0,1,0,51,4,0,0.0,Dropout
184.4,0,0,1,0,0,18,6,6,15.0,Graduate
156.0,1,0,1,0,0,18,0,0,0.0,Graduate
150.2,1,0,1,0,0,18,0,0,0.0,Graduate
126.3,1,0,1,0,1,18,8,8,13.435,Graduate
146.1,1,0,1,0,0,18,5,4,13.5,Dropout
116.8,1,0,1,0,0,23,17,17,11.5,Graduate
112.3,1,1,0,0,0,18,6,5,12.2,Dropout
155.3,1,0,1,0,0,18,0,0,0.0,Graduate
153.8,1,0,1,0,0,21,11,10,14.5,Graduate
110.0,0,1,1,0,0,20,6,6,13.333333333333334,Graduate
128.2,0,0,1,0,0,24,11,9,12.0,Graduate
120.4,1,0,1,0,0,18,6,6,15.125,Graduate
153.0,1,0,1,0,0,18,7,6,13.116666666666667,Graduate
117.9,1,0,1,0,0,19,6,6,12.833333333333334,Graduate
145.6,1,0,1,0,1,20,6,6,13.333333333333334,Graduate
119.8,1,0,1,0,0,18,7,7,13.877142857142855,Graduate
126.8,1,0,1,0,0,18,8,7,12.944285714285714,Graduate
137.3,1,0,1,0,0,19,7,6,14.266666666666666,Graduate
115.5,1,0,1,0,0,18,6,5,13.0,Graduate
127.5,1,0,1,0,0,20,8,8,12.48375,Graduate
116.3,1,0,1,0,0,18,7,7,13.428571428571429,Graduate
113.2,0,1,0,0,0,18,6,3,10.666666666666666,Dropout
132.6,1,0,1,0,0,18,6,5,15.4,Graduate
132.0,1,0,1,0,0,18,7,6,13.45,Graduate
130.3,1,0,1,0,1,18,7,6,12.6,Graduate
116.7,1,0,1,0,0,20,7,7,12.485714285714286,Graduate
134.0,1,0,1,0,1,22,6,5,10.8,Graduate
139.2,1,0,1,0,0,18,6,6,13.833333333333334,Graduate
129.4,0,0,1,0,0,18,5,5,13.2,Graduate
125.6,0,1,1,0,1,18,6,1,14.0,Dropout
129.3,0,0,1,0,0,19,8,8,13.875,Graduate
128.4,1,0,1,0,1,19,5,5,12.5,Graduate
139.9,0,0,1,0,1,18,6,6,13.428571428571429,Graduate
128.5,1,0,1,0,1,18,7,7,14.868571428571428,Graduate
117.8,1,0,1,0,0,18,7,7,13.03,Graduate
115.1,1,0,1,0,0,19,6,6,14.571428571428571,Graduate
118.0,1,0,1,0,0,18,6,5,11.0,Graduate
120.0,0,0,1,0,1,25,8,8,13.3675,Graduate
119.6,1,0,1,0,1,19,7,6,12.808333333333332,Graduate
133.2,1,0,1,0,0,18,7,7,13.918571428571427,Graduate
141.8,1,0,1,0,0,19,6,6,13.0,Graduate
130.3,0,0,1,0,0,18,7,6,13.683333333333332,Graduate
100.0,0,0,1,0,0,24,6,5,13.0,Dropout
114.6,1,0,1,0,0,21,6,5,12.8,Graduate
123.4,1,0,1,0,1,18,6,6,13.571428571428571,Graduate
116.4,1,0,1,0,0,18,6,6,13.166666666666666,Graduate
123.2,0,0,1,0,1,20,6,6,15.0,Graduate
123.7,1,0,1,0,0,19,6,6,12.666666666666666,Graduate
127.6,1,0,1,0,1,19,6,6,13.857142857142858,Dropout
117.1,1,0,1,0,0,30,7,7,14.692857142857145,Graduate
149.3,0,0,1,0,0,18,8,8,14.035,Graduate
125.6,1,0,1,0,0,18,5,4,11.0,Graduate
145.0,1,0,1,0,1,18,6,6,13.333333333333334,Graduate
115.0,0,0,1,0,0,20,7,6,11.7725,Graduate
114.3,0,0,1,0,0,19,6,0,0.0,Dropout
126.0,1,0,1,0,0,19,6,0,0.0,Dropout
124.0,1,0,0,0,0,19,0,0,0.0,Dropout
122.6,1,0,1,0,1,18,6,6,12.285714285714286,Graduate
113.5,1,0,1,0,0,19,7,6,12.166666666666666,Graduate
140.0,0,0,1,0,0,25,8,7,14.805714285714286,Graduate
107.0,1,0,1,0,0,19,6,5,10.6,Dropout
124.2,1,1,1,0,1,19,6,6,12.833333333333334,Graduate
108.0,1,0,1,0,1,20,6,5,13.0,Graduate
115.2,1,0,1,0,1,20,7,7,12.725,Graduate
129.3,1,0,1,0,0,19,5,4,11.25,Graduate
120.0,1,0,1,0,0,31,12,11,13.818181818181818,Graduate
116.7,0,0,1,0,0,20,5,3,12.333333333333334,Graduate
121.1,1,0,1,0,0,18,6,6,13.666666666666666,Graduate
123.3,1,0,1,0,1,20,6,6,14.833333333333334,Graduate
129.4,0,0,1,0,1,19,6,5,11.2,Dropout
119.9,0,0,1,0,1,21,5,5,11.4,Graduate
131.6,1,0,1,0,0,18,7,7,13.135,Graduate
120.0,1,0,1,0,0,21,10,10,13.0,Dropout
143.0,0,0,1,0,0,20,6,6,13.5,Graduate
119.2,1,0,1,0,1,18,6,5,13.5,Graduate
124.3,1,0,1,0,1,18,5,4,10.75,Graduate
111.1,1,0,1,0,1,18,6,6,11.333333333333334,Graduate
150.0,1,0,1,0,1,21,7,3,13.0,Graduate
147.3,0,0,1,0,0,18,7,6,13.966666666666669,Graduate
147.5,1,0,1,0,1,18,8,8,14.14125,Graduate
108.0,1,0,1,0,1,20,6,4,11.6,Graduate
130.0,0,0,1,0,1,32,8,8,14.6625,Graduate
109.0,1,0,1,0,1,23,7,6,12.993333333333334,Graduate
121.2,0,0,1,0,0,18,6,5,12.2,Graduate
140.0,1,0,1,0,0,34,0,0,0.0,Dropout
125.9,0,0,1,0,0,21,5,5,12.2,Graduate
121.5,1,0,1,0,1,20,6,0,0.0,Dropout
121.5,1,0,1,0,0,18,6,6,11.333333333333334,Graduate
132.4,1,0,1,0,0,18,6,6,13.857142857142858,Graduate
122.4,0,0,1,0,0,18,6,6,12.857142857142858,Graduate
110.0,1,0,1,0,0,24,6,1,10.0,Dropout
120.4,0,1,0,0,0,32,15,14,10.214285714285714,Graduate
105.0,1,1,0,0,0,24,6,6,11.285714285714286,Dropout
137.8,0,0,1,0,1,18,6,6,13.833333333333334,Dropout
118.0,0,0,1,0,0,28,6,6,12.857142857142858,Graduate
122.1,1,0,1,0,1,18,6,6,11.666666666666666,Dropout
140.0,1,0,0,0,0,24,6,0,0.0,Dropout
143.2,0,0,1,0,0,19,5,5,14.4,Graduate
120.5,0,0,1,0,0,44,6,6,14.833333333333334,Graduate
119.5,1,0,1,0,1,18,6,6,14.333333333333334,Graduate
147.5,1,0,1,0,0,18,0,0,0.0,Graduate
129.6,0,0,1,0,0,22,6,0,0.0,Dropout
126.1,0,0,1,0,1,18,7,6,12.333333333333334,Graduate
160.0,0,0,1,0,0,44,5,5,11.8,Graduate
105.5,0,1,1,0,0,33,6,5,13.2,Dropout
95.5,0,1,0,0,0,32,6,0,0.0,Dropout
107.5,0,0,0,0,0,35,6,0,0.0,Dropout
106.1,1,0,1,0,0,20,6,6,11.5,Graduate
116.3,1,0,1,0,0,24,6,5,12.6,Graduate
137.4,0,0,1,0,0,19,7,7,13.542857142857144,Graduate
144.1,1,0,1,1,1,19,6,6,13.666666666666666,Graduate
107.8,1,0,0,1,0,27,6,0,0.0,Dropout
128.2,0,0,0,0,0,30,6,0,0.0,Dropout
117.0,1,0,1,1,0,21,0,0,0.0,Dropout
110.4,1,0,1,1,0,19,6,6,11.5,Graduate
100.0,0,0,1,1,0,18,7,7,11.828571428571427,Graduate
117.0,1,0,1,1,0,21,0,0,0.0,Graduate
128.0,1,0,1,0,1,19,7,6,12.966666666666669,Graduate
122.1,1,0,1,1,0,18,6,6,13.833333333333334,Graduate
133.4,1,0,1,0,0,19,7,7,14.125714285714285,Graduate
112.0,0,1,1,0,0,45,10,5,12.166666666666666,Dropout
130.0,1,0,1,0,0,26,6,6,12.666666666666666,Graduate
100.0,1,0,1,1,0,51,4,0,0.0,Dropout
162.0,0,1,1,1,1,49,6,6,12.285714285714286,Graduate
131.4,1,0,1,1,0,22,5,2,10.0,Dropout
128.2,0,0,1,0,0,33,5,2,11.5,Dropout
148.9,0,0,1,0,0,20,5,5,11.6,Graduate
128.4,1,0,1,0,1,18,6,6,12.5,Graduate
120.3,1,1,0,0,0,20,6,3,11.666666666666666,Dropout
100.0,0,0,1,0,0,37,10,7,13.428571428571429,Graduate
126.1,1,0,1,1,0,18,6,6,13.666666666666666,Graduate
111.7,1,0,1,0,0,19,6,6,12.5,Graduate
140.0,1,0,1,0,0,21,6,6,13.0,Graduate
122.2,0,0,1,0,0,20,7,6,12.783333333333331,Graduate
118.7,1,0,1,0,0,19,7,0,0.0,Dropout
121.5,1,0,1,0,0,20,7,4,13.5,Dropout
134.5,1,0,1,0,0,18,7,7,13.457142857142856,Graduate
127.0,1,0,1,0,0,19,8,7,13.44285714285714,Graduate
114.2,0,0,1,0,0,18,6,4,11.0,Graduate
125.3,1,0,1,0,1,18,6,6,11.333333333333334,Graduate
120.4,1,0,1,0,0,18,5,2,10.0,Dropout
130.5,1,0,1,0,1,18,7,7,12.214285714285714,Graduate
125.5,1,0,1,0,1,19,6,6,14.166666666666666,Graduate
133.8,0,1,1,0,1,24,12,12,12.846153846153848,Graduate
130.5,1,0,1,0,1,21,5,5,12.8,Graduate
140.0,0,1,0,0,0,20,6,4,13.0,Dropout
119.4,1,0,1,0,1,19,7,7,13.371428571428572,Graduate
121.3,1,0,1,0,1,19,7,7,13.385714285714286,Graduate
126.3,1,0,1,0,0,18,8,7,13.328571428571427,Graduate
111.6,1,0,1,0,0,19,6,5,14.0,Graduate
111.3,1,0,1,0,0,21,5,5,12.6,Graduate
122.5,1,0,1,0,1,19,6,6,14.0,Graduate
116.5,1,0,1,0,1,18,6,6,13.428571428571429,Graduate
132.0,1,0,1,0,1,17,6,6,13.0,Graduate
117.0,1,0,0,1,0,23,5,3,10.0,Dropout
116.5,1,0,1,0,0,19,6,6,12.833333333333334,Graduate
121.5,1,0,1,0,0,18,7,6,12.916666666666666,Graduate
105.0,1,0,1,0,0,20,6,6,13.285714285714286,Graduate
121.3,1,0,1,0,1,19,5,5,14.6,Graduate
136.1,1,0,1,0,1,18,6,6,14.0,Graduate
123.6,0,0,1,0,1,19,6,6,14.142857142857142,Graduate
129.0,1,0,1,0,0,19,6,6,11.666666666666666,Graduate
136.8,1,0,1,0,0,18,8,8,14.3775,Graduate
133.4,1,0,1,0,0,18,7,7,12.5,Graduate
136.0,1,0,1,0,1,19,7,6,14.15,Graduate
125.8,0,0,1,0,1,19,8,7,12.471428571428572,Graduate
120.5,0,0,1,0,0,19,7,6,14.15,Graduate
130.2,1,0,1,0,0,21,7,7,14.072222222222225,Graduate
135.9,1,0,1,0,0,18,6,6,14.857142857142858,Graduate
116.5,0,0,1,0,1,19,6,6,14.285714285714286,Graduate
124.0,0,0,0,0,0,18,4,0,0.0,Dropout
140.0,0,0,1,0,0,30,6,0,0.0,Dropout
150.9,1,0,1,0,0,18,6,6,15.0,Dropout
127.3,1,0,1,0,1,20,7,6,12.633333333333333,Graduate
100.0,0,1,0,0,0,25,5,5,11.2,Dropout
128.8,1,0,1,0,0,18,7,6,14.233333333333334,Graduate
140.8,0,0,1,0,0,18,8,7,15.7,Graduate
138.0,1,0,1,0,0,18,7,6,15.2,Graduate
132.9,1,0,0,0,0,29,6,6,16.333333333333332,Dropout
140.0,0,0,1,0,0,20,17,14,12.5625,Graduate
140.0,0,0,1,0,0,26,7,0,0.0,Dropout
99.3,1,0,1,0,0,21,6,5,12.4,Graduate
119.3,0,0,1,0,1,19,8,8,13.78125,Graduate
113.2,1,1,1,0,0,19,6,6,12.166666666666666,Dropout
123.0,0,1,1,0,0,20,6,4,10.8,Graduate
127.2,1,0,1,0,1,18,7,7,13.26,Graduate
141.0,1,0,0,0,0,20,6,4,12.0,Dropout
121.7,0,0,1,0,1,20,6,6,11.875,Graduate
142.5,1,0,1,0,0,18,6,6,13.333333333333334,Graduate
150.0,1,0,1,0,0,22,6,6,14.428571428571429,Graduate
134.5,1,0,1,0,1,19,6,6,15.0,Graduate
129.5,1,0,1,0,0,18,7,7,15.155555555555557,Graduate
113.2,1,1,1,0,0,20,6,6,10.666666666666666,Graduate
140.2,1,0,1,0,0,18,6,5,11.0,Dropout
119.2,1,0,1,0,0,21,6,0,0.0,Dropout
140.7,0,0,1,0,0,19,6,6,12.285714285714286,Graduate
142.3,1,0,1,0,0,18,8,8,12.82875,Dropout
129.9,1,0,1,0,0,18,6,6,12.666666666666666,Graduate
104.1,1,1,0,0,1,21,6,2,13.0,Dropout
122.4,0,1,1,0,0,19,5,5,10.875,Graduate
120.6,1,0,1,0,1,19,5,5,12.8,Graduate
112.4,1,0,1,0,0,19,6,5,11.285714285714286,Dropout
157.9,0,0,1,0,0,18,0,0,0.0,Graduate
125.9,0,0,1,0,1,19,6,0,0.0,Dropout
118.4,1,0,1,0,1,20,7,6,13.766666666666666,Dropout
130.8,1,0,0,0,0,18,8,6,12.758333333333333,Dropout
176.7,1,0,1,0,1,19,0,0,0.0,Dropout
156.8,1,0,1,0,0,18,6,6,12.666666666666666,Graduate
128.0,0,0,1,0,1,19,6,6,12.25,Graduate
113.8,1,0,1,0,0,20,5,3,11.333333333333334,Graduate
120.8,1,0,1,0,1,19,7,7,13.507142857142856,Graduate
130.8,1,0,1,0,0,18,8,7,13.614285714285714,Graduate
101.0,0,1,1,0,0,25,6,0,0.0,Dropout
126.1,1,0,0,0,0,18,6,4,11.5,Graduate
113.8,1,0,1,0,0,19,6,6,12.333333333333334,Graduate
118.3,1,0,1,0,1,19,7,7,11.971428571428572,Graduate
127.9,0,1,0,0,1,20,5,2,13.0,Dropout
117.9,1,0,1,0,0,20,5,2,13.5,Graduate
115.7,1,0,1,0,0,21,6,6,12.166666666666666,Graduate
141.0,1,0,1,0,0,19,0,0,0.0,Graduate
120.0,0,0,1,0,0,42,6,6,11.666666666666666,Graduate
131.1,0,0,1,0,1,19,6,5,13.4,Graduate
117.8,1,0,1,0,0,18,6,6,12.0,Graduate
140.0,1,0,1,0,0,21,5,5,14.2,Graduate
108.0,0,0,1,0,1,20,6,6,12.125,Graduate
122.9,1,0,1,0,0,20,7,7,13.857142857142858,Graduate
126.0,1,0,1,0,0,19,7,7,14.283333333333337,Graduate
134.0,0,0,1,0,0,21,13,11,13.272727272727272,Graduate
134.3,1,0,1,0,0,19,6,6,14.666666666666666,Graduate
138.7,0,0,1,0,1,19,7,7,15.114999999999998,Graduate
160.0,1,0,1,0,0,22,6,6,15.0,Graduate
111.0,0,0,1,0,0,21,6,5,13.2,Graduate
128.5,1,0,1,0,1,18,6,2,11.0,Dropout
133.0,0,0,1,0,1,20,8,7,14.565714285714288,Graduate
114.6,1,1,0,0,0,18,5,3,12.0,Dropout
104.1,0,0,1,0,0,20,6,0,0.0,Dropout
127.6,1,0,1,0,0,23,7,6,13.796666666666669,Graduate
151.0,1,0,1,0,0,18,6,6,14.833333333333334,Graduate
135.7,1,0,1,0,0,20,6,6,12.833333333333334,Graduate
137.8,1,0,1,0,1,18,8,7,14.962857142857144,Graduate
117.3,1,0,1,0,0,20,5,4,12.0,Graduate
121.2,1,0,1,0,0,18,7,7,12.4,Graduate
129.3,1,0,1,0,0,20,6,6,15.571428571428571,Graduate
123.0,1,0,1,0,0,19,8,7,13.714285714285714,Graduate
140.0,0,0,1,0,0,21,6,6,13.142857142857142,Graduate
140.0,0,0,1,0,0,33,6,6,15.0,Graduate
144.6,0,1,0,0,0,24,5,1,13.0,Dropout
118.3,0,0,1,0,1,20,11,11,12.0,Graduate
153.6,1,0,1,0,0,18,0,0,0.0,Graduate
158.3,1,0,1,0,0,18,6,6,15.166666666666666,Graduate
100.0,0,1,1,0,0,29,6,4,12.0,Dropout
134.9,0,0,1,0,0,18,7,7,13.642857142857142,Graduate
142.0,1,0,1,0,0,19,6,6,12.666666666666666,Graduate
127.3,1,0,1,0,0,19,0,0,0.0,Dropout
116.5,0,0,1,0,1,18,6,5,10.8,Graduate
138.6,0,0,1,0,1,19,7,6,14.25,Graduate
133.0,0,0,1,0,0,20,14,12,12.153846153846152,Dropout
118.0,1,0,1,0,1,19,6,4,12.25,Graduate
128.5,1,0,1,0,1,18,8,8,13.40375,Graduate
129.9,0,0,1,0,1,19,6,6,11.333333333333334,Graduate
125.8,0,1,1,1,0,20,6,5,12.2,Dropout
124.7,1,0,1,1,0,18,7,0,0.0,Dropout
154.9,0,1,0,1,0,35,6,5,16.166666666666668,Dropout
129.0,1,0,1,1,1,19,0,0,0.0,Graduate
127.3,1,0,1,1,0,19,5,3,11.0,Dropout
100.5,0,0,1,1,0,24,7,0,0.0,Dropout
