Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Previous qualification (grade),Admission grade,Target
1,8,1,10,1,1,1,1,1,5,0,0,0,1,0,0,20,0,0,6,11,5,10.6,0,11,10.4,0,15.5,2.8,-4.06,,,Enrolled
1,8,5,16,1,1,1,10,10,5,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,10,11.0,0,10.8,1.4,1.74,,,Dropout
1,17,3,9500,1,1,1,37,38,4,1,0,0,1,0,0,19,0,0,8,8,7,15.11,0,8,15.11,0,10.8,1.4,1.74,136.0,126.0,Graduate
1,1,1,9147,1,1,1,37,37,9,1,0,0,1,0,0,18,0,0,5,6,5,13.0,0,5,14.0,0,7.6,2.6,0.32,138.0,145.0,Graduate
1,17,3,9147,1,1,1,1,1,4,1,0,0,1,0,0,18,0,0,5,5,5,12.6,0,5,11.0,0,11.1,0.6,2.02,137.0,124.4,Enrolled
1,43,1,9500,1,1,1,38,19,5,0,0,0,1,0,1,19,0,0,7,9,6,13.0,0,11,13.927272727272726,0,16.2,0.3,-0.92,134.0,120.7,Graduate
1,7,1,2,1,1,1,3,3,4,1,0,0,1,0,0,24,0,11,17,19,11,12.909090909090908,0,15,13.555555555555555,0,12.4,0.5,1.79,,,Enrolled
1,1,6,15,1,1,1,1,1,12,0,0,0,1,0,0,22,0,0,6,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,,,Dropout
1,1,1,5,1,1,1,22,14,10,1,0,0,1,0,0,20,0,0,6,8,5,12.2,0,6,11.5,0,16.2,0.3,-0.92,,,Graduate
1,8,1,9,1,1,1,13,14,10,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,11,14.0,0,10.8,1.4,1.74,,,Dropout
1,39,2,9556,1,1,1,37,37,9,1,0,0,1,0,0,25,0,0,7,11,7,11.857142857142858,0,21,11.7,0,12.4,0.5,1.79,130.0,159.0,Enrolled
1,1,3,9500,1,1,1,19,3,3,1,0,0,1,0,0,18,0,0,7,8,7,12.59125,0,11,12.820000000000002,0,15.5,2.8,-4.06,131.0,126.1,Enrolled
1,42,1,9853,1,12,1,1,3,3,0,0,0,1,0,0,28,0,14,18,23,14,12.785714285714286,2,18,13.875,0,16.2,0.3,-0.92,133.1,133.7,Dropout
1,7,1,9991,0,40,1,37,37,6,0,0,0,1,0,0,26,0,3,5,5,5,14.0,0,5,15.6,0,12.4,0.5,1.79,140.0,140.0,Graduate
1,1,1,15,1,1,1,13,27,10,0,0,0,1,1,0,19,0,0,6,8,6,12.833333333333334,0,8,13.333333333333334,0,15.5,2.8,-4.06,,,Graduate
1,1,2,9070,1,1,1,19,38,9,1,0,0,1,0,1,20,0,1,6,9,5,13.4,1,9,12.375,0,13.9,-0.3,0.79,137.0,127.2,Graduate
1,39,1,9130,1,40,1,3,3,2,1,0,0,1,0,0,27,0,0,6,9,5,13.0,0,13,12.9,0,12.4,0.5,1.79,129.0,155.3,Dropout
1,1,2,9670,1,1,1,19,19,7,0,0,0,1,1,0,19,0,0,5,7,3,12.333333333333334,0,5,11.6,0,9.4,-0.8,-3.12,135.0,121.4,Graduate
1,44,1,9991,0,39,1,37,19,9,0,0,0,1,0,1,26,0,2,6,7,6,12.666666666666666,0,7,13.166666666666666,1,9.4,-0.8,-3.12,140.0,140.0,Enrolled
1,15,1,8,1,14,1,4,4,3,1,0,0,1,1,0,20,0,1,5,8,2,11.5,0,13,11.5,0,12.7,3.7,-1.7,,,Dropout
1,44,1,9085,1,39,1,37,38,9,1,0,0,1,0,0,23,0,0,6,7,0,0.0,0,7,0.0,0,11.1,0.6,2.02,130.0,130.0,Dropout
1,1,4,9500,1,1,1,38,38,7,1,0,0,1,0,1,20,0,0,7,10,7,14.175,0,14,13.03125,0,15.5,2.8,-4.06,140.0,133.2,Graduate
1,17,1,9,1,16,1,1,1,7,0,0,0,1,1,1,21,0,6,11,11,11,12.636363636363637,0,11,12.6,0,8.9,1.4,3.51,,,Graduate
5,12,1,12,1,1,1,23,28,10,0,0,0,0,0,0,37,0,0,8,8,0,0.0,1,8,0.0,1,12.7,3.7,-1.7,,,Dropout
1,8,6,9,1,1,1,22,27,10,1,0,0,1,0,0,19,0,0,5,7,4,12.5,0,8,10.0,1,7.6,2.6,0.32,,,Graduate
1,1,1,9130,1,1,1,38,38,5,1,0,0,1,0,0,20,0,0,5,9,4,12.0,1,6,13.4,0,9.4,-0.8,-3.12,133.0,120.4,Graduate
1,15,1,6,1,14,1,1,14,4,1,0,0,1,0,0,21,0,2,6,7,6,13.0,0,15,12.8,0,12.4,0.5,1.79,,,Graduate
1,4,1,17,0,15,1,1,27,5,0,0,0,1,0,0,26,0,8,9,11,9,12.333333333333334,0,7,12.571428571428571,0,12.4,0.5,1.79,,,Graduate
1,39,1,9670,1,1,1,37,37,6,0,0,0,1,0,0,28,0,0,6,8,1,10.0,0,9,0.0,0,10.8,1.4,1.74,140.0,120.0,Dropout
1,14,1,5,1,1,1,13,27,8,1,0,0,1,1,0,22,0,9,13,13,13,14.0,0,13,13.0,0,15.5,2.8,-4.06,,,Graduate
1,8,1,12,1,1,1,22,27,10,1,0,0,1,0,1,19,0,0,7,8,7,13.46875,0,8,13.31375,0,15.5,2.8,-4.06,,,Graduate
2,39,1,9853,1,10,1,37,34,0,0,0,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,14,0.0,1,7.6,2.6,0.32,133.1,115.5,Dropout
1,7,4,10,1,1,1,22,27,10,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,7,11.833333333333334,0,10.8,1.4,1.74,,,Graduate
1,17,6,9500,1,1,1,19,37,4,1,0,0,1,0,0,19,0,0,7,7,7,13.642857142857142,0,8,14.3875,0,13.9,-0.3,0.79,142.0,131.9,Dropout
1,1,5,9070,1,1,1,1,19,3,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,6,11.166666666666666,0,11.1,0.6,2.02,133.1,112.0,Graduate
1,1,1,10,1,1,1,22,27,1,1,0,0,1,0,0,27,0,0,6,13,2,11.0,0,14,11.0,0,7.6,2.6,0.32,,,Dropout
1,1,1,3,0,1,1,19,27,10,1,0,0,1,0,0,25,0,0,6,6,6,12.833333333333334,0,6,12.833333333333334,0,7.6,2.6,0.32,,,Graduate
1,8,5,12,1,1,1,23,1,10,1,0,0,1,0,1,18,0,0,7,8,7,13.15,0,9,15.06875,0,13.9,-0.3,0.79,,,Graduate
1,4,1,4,1,3,1,1,14,5,1,0,0,1,1,0,27,0,14,18,21,18,11.421052631578949,0,16,11.076923076923077,1,15.5,2.8,-4.06,,,Graduate
1,5,1,6,1,1,1,13,14,5,1,0,0,1,0,0,21,0,0,5,6,5,14.2,0,5,14.8,0,10.8,1.4,1.74,,,Graduate
1,1,3,9238,1,1,1,19,19,9,1,0,1,1,0,0,19,0,0,6,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,117.0,117.0,Dropout
1,12,1,14,1,7,1,22,27,6,0,0,1,1,1,0,26,0,0,5,5,0,0.0,0,5,0.0,0,9.4,-0.8,-3.12,,,Dropout
2,17,5,9119,1,1,1,37,38,4,1,0,0,1,1,0,21,0,0,5,10,4,13.2,0,7,14.25,2,7.6,2.6,0.32,126.0,122.9,Enrolled
1,8,1,6,1,1,1,13,28,32,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,,,Dropout
1,8,1,9,1,1,1,23,27,7,1,0,0,1,0,0,19,0,0,5,10,3,10.666666666666666,0,9,0.0,3,16.2,0.3,-0.92,,,Dropout
1,12,1,4,1,1,1,13,27,10,0,0,1,0,1,0,31,0,0,6,15,1,11.0,0,10,0.0,0,16.2,0.3,-0.92,,,Dropout
2,12,1,17,0,1,1,1,3,2,0,0,0,0,1,1,26,0,0,5,12,3,10.666666666666666,0,11,10.666666666666666,0,9.4,-0.8,-3.12,,,Dropout
1,1,5,9,1,1,1,3,2,3,0,0,0,1,1,0,22,0,1,5,10,4,11.75,0,10,11.0,0,7.6,2.6,0.32,,,Enrolled
1,9,1,13,1,1,1,23,27,10,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,11,12.5125,0,12.7,3.7,-1.7,,,Graduate
1,18,2,9853,1,1,1,38,38,191,1,0,0,1,0,0,19,0,0,7,7,7,13.142857142857142,0,8,12.857142857142858,0,8.9,1.4,3.51,111.0,105.8,Graduate
1,1,1,2,1,1,1,3,3,3,1,0,0,1,0,0,19,0,6,12,13,12,12.333333333333334,0,12,12.727272727272728,0,8.9,1.4,3.51,,,Dropout
1,1,3,9773,1,1,1,19,19,3,0,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,6,12.166666666666666,0,12.4,0.5,1.79,121.0,116.1,Graduate
1,44,1,9085,1,39,1,1,19,3,1,0,0,1,0,0,21,0,2,6,7,6,13.0,0,15,12.8,0,12.4,0.5,1.79,140.0,140.0,Graduate
1,1,1,6,1,1,1,13,27,4,0,0,0,1,0,0,18,0,0,6,13,6,12.0,0,16,12.75,0,11.1,0.6,2.02,,,Enrolled
1,1,1,9773,1,1,1,19,38,3,0,0,0,1,0,0,19,0,0,6,13,4,11.75,0,10,11.0,0,10.8,1.4,1.74,125.0,115.9,Graduate
1,4,1,4,1,3,1,23,27,6,0,0,0,1,0,0,32,0,0,6,7,0,0.0,0,6,0.0,0,12.4,0.5,1.79,,,Dropout
1,42,3,9500,1,1,1,1,1,4,1,0,0,1,0,1,19,0,0,8,8,8,14.2525,0,8,14.2525,0,9.4,-0.8,-3.12,136.0,148.8,Graduate
1,1,2,9147,1,1,1,37,1,5,1,0,0,1,1,0,20,0,0,5,9,2,14.333333333333334,0,10,12.5,0,7.6,2.6,0.32,116.0,124.8,Enrolled
1,1,1,11,1,1,1,23,28,5,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,0.0,0,11.1,0.6,2.02,,,Dropout
2,43,1,9670,1,1,1,34,34,0,0,0,0,1,1,0,32,0,6,10,12,10,11.4,0,9,11.5,0,7.6,2.6,0.32,100.0,128.2,Graduate
4,12,2,9,1,12,1,22,27,10,0,0,1,0,1,0,70,0,0,5,5,0,0.0,0,9,0.0,0,10.8,1.4,1.74,,,Dropout
1,1,1,9147,1,1,1,1,19,3,0,0,0,1,0,1,18,0,0,5,7,5,13.333333333333334,0,6,13.6,0,12.7,3.7,-1.7,130.0,123.0,Graduate
2,39,1,9991,0,12,1,37,1,9,0,0,0,1,1,0,30,0,0,5,7,3,11.666666666666666,0,8,11.0,0,7.6,2.6,0.32,133.1,138.4,Dropout
1,1,4,11,1,1,1,1,28,6,1,0,0,1,0,1,18,0,0,6,7,6,12.285714285714286,0,6,12.0,0,8.9,1.4,3.51,,,Graduate
4,39,1,9500,1,19,1,38,1,9,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,9,13.63,1,9.4,-0.8,-3.12,133.1,120.0,Graduate
1,8,1,11,1,1,1,23,27,10,1,0,0,1,0,0,22,0,0,6,7,5,14.0,0,6,15.666666666666666,0,11.1,0.6,2.02,,,Graduate
1,39,1,9147,1,12,1,37,37,9,0,0,1,1,0,0,41,0,0,5,6,5,11.6,0,8,12.2,0,7.6,2.6,0.32,133.1,139.4,Enrolled
1,10,1,9085,1,1,1,37,37,5,1,0,0,1,0,0,22,0,2,5,7,5,14.2,0,10,12.2,0,12.7,3.7,-1.7,134.0,134.0,Graduate
1,1,5,12,1,1,1,23,14,10,1,0,0,1,0,0,20,0,0,8,12,7,12.471428571428572,0,12,12.471428571428572,0,12.7,3.7,-1.7,,,Graduate
1,8,2,16,1,1,1,22,27,6,0,0,0,1,0,0,18,0,0,6,11,3,12.333333333333334,0,11,13.5,0,7.6,2.6,0.32,,,Dropout
2,12,1,12,1,1,1,22,27,29,0,0,0,1,0,0,48,0,0,7,11,4,11.75,0,14,11.725,0,11.1,0.6,2.02,,,Enrolled
1,1,1,9130,1,1,1,3,3,2,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,5,13.4,0,7.6,2.6,0.32,125.0,132.4,Graduate
1,44,1,9238,1,39,1,19,1,9,0,0,0,1,0,1,21,0,3,6,7,6,12.0,0,7,12.0,0,13.9,-0.3,0.79,130.0,131.9,Graduate
1,1,1,15,1,1,1,1,14,10,0,0,1,1,1,1,19,0,0,6,6,6,12.666666666666666,0,6,14.0,0,16.2,0.3,-0.92,,,Graduate
1,17,4,9070,1,1,1,1,1,3,1,0,0,1,1,1,19,0,0,6,6,6,12.833333333333334,0,7,11.166666666666666,0,11.1,0.6,2.02,117.0,125.4,Graduate
1,1,2,12,1,1,1,3,3,3,1,0,0,0,0,0,19,0,0,7,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,,,Dropout
1,17,2,9853,1,1,1,38,19,4,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,145.0,127.9,Dropout
1,8,3,7,1,1,1,1,14,20,1,0,0,1,1,0,18,0,0,5,7,5,11.8,0,9,12.0,0,8.9,1.4,3.51,,,Enrolled
1,1,1,2,1,1,1,22,27,10,1,0,1,0,0,1,23,0,0,0,0,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,,,Dropout
1,15,1,4,1,14,1,1,14,5,0,0,0,1,1,1,21,0,0,6,8,6,13.0,0,10,12.625,0,15.5,2.8,-4.06,,,Graduate
1,1,2,14,1,1,1,1,1,10,1,0,0,1,1,1,18,0,0,5,6,4,12.25,0,5,12.2,0,9.4,-0.8,-3.12,,,Dropout
2,12,1,3,0,1,1,22,28,4,0,0,0,1,0,0,28,0,0,6,8,5,11.833333333333334,0,6,13.0,0,16.2,0.3,-0.92,,,Graduate
1,3,2,16,1,1,1,13,14,4,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,7,12.0,0,12.7,3.7,-1.7,,,Graduate
1,43,1,9238,1,1,1,34,34,0,0,0,0,1,0,0,30,0,9,16,19,15,12.266666666666667,0,14,12.071428571428571,0,9.4,-0.8,-3.12,117.0,109.3,Graduate
1,1,3,9500,1,1,1,1,1,4,1,0,0,1,0,0,18,0,0,8,8,7,14.7,0,8,14.7,0,10.8,1.4,1.74,142.0,131.0,Graduate
2,2,1,9147,1,2,1,37,37,9,0,0,0,0,1,0,57,0,12,15,17,12,11.75,0,16,12.22222222222222,0,9.4,-0.8,-3.12,120.0,120.0,Dropout
1,1,6,9500,1,1,1,19,19,1,1,0,0,1,0,1,17,0,0,8,8,8,13.41625,0,8,13.41625,0,9.4,-0.8,-3.12,140.0,133.3,Graduate
1,17,1,9130,1,1,1,3,2,3,1,0,0,1,0,0,18,0,0,6,8,6,15.0,0,8,15.166666666666666,0,13.9,-0.3,0.79,157.0,150.9,Dropout
1,1,1,5,1,1,1,13,14,10,1,0,1,1,0,1,19,0,1,6,8,6,13.285714285714286,1,8,12.5,0,13.9,-0.3,0.79,,,Dropout
1,8,1,9,1,1,1,13,28,5,0,0,0,1,0,1,18,0,0,5,5,5,11.6,0,12,12.625,0,10.8,1.4,1.74,,,Graduate
1,53,1,9085,1,42,1,19,38,8,1,0,1,0,0,0,23,0,7,11,18,11,13.166666666666666,0,15,13.333333333333334,0,8.9,1.4,3.51,140.0,144.9,Enrolled
1,1,1,12,1,1,1,1,14,10,1,0,0,1,0,1,20,0,0,7,8,6,12.396666666666668,0,9,12.94285714285714,0,11.1,0.6,2.02,,,Graduate
1,1,1,10,1,1,1,1,1,5,1,0,1,1,0,1,19,0,0,6,6,6,12.833333333333334,0,6,12.666666666666666,0,9.4,-0.8,-3.12,,,Graduate
1,8,1,15,1,1,1,1,1,5,1,0,1,1,0,0,18,0,0,6,6,6,11.666666666666666,0,6,12.333333333333334,0,16.2,0.3,-0.92,,,Graduate
1,1,3,9070,1,1,1,19,19,3,1,0,0,1,0,0,20,0,0,6,6,6,11.833333333333334,0,6,13.333333333333334,0,9.4,-0.8,-3.12,128.0,129.8,Enrolled
1,8,2,10,1,1,1,22,27,4,0,1,0,1,0,1,18,0,0,6,9,6,11.333333333333334,0,9,11.571428571428571,0,15.5,2.8,-4.06,,,Graduate
1,1,1,9085,1,1,1,37,37,9,1,0,1,1,0,0,22,0,0,6,9,5,13.333333333333334,0,17,11.4,0,12.4,0.5,1.79,101.0,101.0,Enrolled
1,1,1,12,1,1,1,13,1,10,0,0,0,1,0,1,18,0,0,7,7,7,14.071428571428571,0,8,15.1625,0,13.9,-0.3,0.79,,,Graduate
1,51,1,171,1,1,1,2,1,3,1,0,0,1,1,0,21,0,6,12,12,12,13.666666666666666,0,16,13.0,0,8.9,1.4,3.51,128.0,131.2,Graduate
1,1,2,9147,1,1,1,38,19,3,1,0,0,1,0,0,19,0,0,5,8,4,12.8,0,10,14.5,0,10.8,1.4,1.74,129.0,118.9,Enrolled
1,1,1,15,1,1,1,22,14,10,1,0,0,1,0,0,19,0,0,6,12,3,13.0,0,13,14.0,0,9.4,-0.8,-3.12,,,Dropout
1,1,1,9254,1,1,1,37,37,7,0,0,0,1,0,0,18,0,0,6,10,5,12.2,0,10,11.6,0,16.2,0.3,-0.92,118.0,114.2,Enrolled
1,44,1,9085,1,39,1,37,37,9,1,0,1,1,0,0,32,0,0,6,14,4,11.5,0,14,11.0,0,16.2,0.3,-0.92,120.0,120.0,Dropout
1,1,1,9003,1,1,1,38,1,9,0,0,0,1,1,0,18,0,0,6,7,6,16.0,0,6,15.166666666666666,0,12.4,0.5,1.79,140.0,138.3,Graduate
1,7,1,9500,1,3,1,19,38,4,1,0,0,1,0,0,23,0,1,7,8,6,14.357142857142858,0,8,14.357142857142858,0,7.6,2.6,0.32,130.0,130.0,Graduate
2,39,1,9500,1,1,1,37,37,9,0,0,0,1,0,0,41,0,0,7,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,110.0,114.3,Dropout
1,39,1,9556,1,1,1,38,19,9,1,0,0,1,0,1,25,0,0,7,11,5,12.58,0,9,12.157142857142857,0,8.9,1.4,3.51,133.1,100.0,Graduate
1,17,1,9254,1,1,1,1,1,9,0,0,0,1,0,1,19,0,0,6,8,6,11.166666666666666,0,7,13.4,0,16.2,0.3,-0.92,126.0,124.3,Graduate
1,1,3,5,1,1,1,5,3,6,1,0,0,1,0,0,21,0,0,6,6,6,14.5,0,7,12.0,0,12.4,0.5,1.79,,,Graduate
1,1,2,9773,1,1,1,19,19,5,0,0,0,1,0,0,19,0,0,6,6,6,15.0,0,7,14.0,0,15.5,2.8,-4.06,130.0,137.4,Enrolled
1,39,1,9119,1,1,1,19,37,9,0,0,0,1,1,1,24,0,0,5,8,5,11.833333333333334,0,8,14.0,0,12.7,3.7,-1.7,130.0,134.0,Enrolled
1,44,1,9085,1,39,1,3,3,4,1,0,0,1,0,0,19,0,0,6,8,4,14.4,0,6,13.0,0,13.9,-0.3,0.79,140.0,140.0,Graduate
1,1,4,9500,1,1,1,19,19,3,1,0,0,1,0,0,19,0,0,7,12,4,12.85,0,7,12.62142857142857,0,11.1,0.6,2.02,118.0,110.0,Enrolled
1,1,2,9254,1,1,1,37,37,9,1,0,0,0,1,0,21,0,0,6,11,3,11.0,0,14,0.0,0,9.4,-0.8,-3.12,120.0,115.1,Dropout
1,8,1,12,1,1,1,1,1,5,1,0,0,1,0,0,21,0,0,8,8,7,12.91,0,8,12.91,0,10.8,1.4,1.74,,,Graduate
1,1,1,15,1,1,1,13,14,5,0,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,6,15.0,0,16.2,0.3,-0.92,,,Graduate
1,17,3,9254,1,1,1,37,37,9,1,0,0,1,0,1,20,0,0,6,11,4,11.5,0,12,11.0,0,7.6,2.6,0.32,127.0,123.5,Enrolled
1,39,1,9670,1,9,1,6,22,3,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,5,0.0,5,9.4,-0.8,-3.12,133.1,120.0,Dropout
1,8,1,10,1,1,1,13,14,6,0,0,0,1,0,1,19,0,0,6,7,6,13.5,0,7,14.0,0,15.5,2.8,-4.06,,,Graduate
1,17,5,9119,1,1,1,19,1,4,1,0,1,0,1,0,26,0,0,5,11,1,10.0,0,14,11.0,0,8.9,1.4,3.51,130.0,118.1,Dropout
1,1,6,12,1,1,1,23,28,6,1,0,0,1,0,0,20,0,0,7,9,6,13.683333333333332,0,11,13.116666666666667,0,11.1,0.6,2.02,,,Graduate
1,1,1,10,1,1,1,23,1,6,0,0,0,1,0,1,18,0,0,6,7,6,13.285714285714286,0,6,14.333333333333334,0,12.4,0.5,1.79,,,Graduate
1,1,1,9773,1,1,1,38,37,9,0,0,0,1,0,1,19,0,0,6,6,6,12.833333333333334,0,6,13.5,0,16.2,0.3,-0.92,152.0,139.1,Graduate
1,8,1,14,1,1,1,1,14,5,1,0,0,1,0,0,20,0,0,6,8,5,13.4,0,10,13.0,0,12.7,3.7,-1.7,,,Enrolled
1,1,1,8,1,1,1,4,5,3,1,0,0,1,0,0,21,0,0,5,12,1,11.0,0,9,10.5,0,12.7,3.7,-1.7,,,Enrolled
2,12,1,11,1,1,1,22,27,10,0,0,0,1,0,0,41,0,0,6,8,6,12.285714285714286,0,10,13.0,0,8.9,1.4,3.51,,,Graduate
1,17,1,4,1,16,1,3,28,20,0,0,0,1,1,0,21,0,7,12,18,11,12.090909090909092,0,14,12.0,0,8.9,1.4,3.51,,,Graduate
1,39,1,171,1,1,1,34,34,0,1,0,0,1,1,0,38,0,0,0,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,116.0,127.0,Dropout
1,44,1,9238,1,39,1,1,1,4,0,0,0,1,1,0,22,0,3,6,7,6,12.333333333333334,0,6,14.0,0,13.9,-0.3,0.79,140.0,138.6,Dropout
1,12,1,9,1,1,1,22,1,10,0,0,0,0,0,0,25,0,0,5,5,0,0.0,0,9,0.0,0,10.8,1.4,1.74,,,Dropout
1,17,1,9500,1,1,1,19,1,4,1,0,0,1,0,0,20,0,0,7,9,6,11.605,0,10,12.4125,0,16.2,0.3,-0.92,128.0,117.2,Graduate
1,53,1,9254,1,42,1,1,1,4,1,0,0,1,0,1,21,0,0,6,7,6,10.571428571428571,0,8,11.0,0,8.9,1.4,3.51,110.0,111.8,Graduate
1,44,1,9085,1,39,1,3,1,2,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,13,12.333333333333334,0,12.4,0.5,1.79,130.0,130.0,Enrolled
1,1,1,2,1,1,1,1,14,4,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,,,Graduate
1,8,6,11,1,1,1,1,1,5,1,0,0,1,1,0,18,0,0,6,6,6,14.0,0,6,14.666666666666666,0,11.1,0.6,2.02,,,Graduate
1,12,1,3,0,1,1,22,27,13,0,0,0,1,0,0,34,0,0,6,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,,,Dropout
1,1,4,9500,1,1,1,19,38,9,1,0,0,1,0,1,19,0,0,7,7,6,12.808333333333332,0,11,12.825714285714286,0,12.4,0.5,1.79,133.1,119.6,Graduate
1,44,1,9003,1,39,1,37,37,9,0,0,0,1,1,1,22,0,0,6,8,6,13.125,0,10,13.0,0,16.2,0.3,-0.92,160.0,160.0,Graduate
1,14,4,2,1,1,1,22,27,10,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0.0,0,7.6,2.6,0.32,,,Dropout
2,12,1,17,0,1,1,22,27,6,1,0,0,1,0,0,38,0,0,5,11,3,11.333333333333334,0,9,12.0,0,9.4,-0.8,-3.12,,,Dropout
1,39,1,9003,1,19,1,37,37,9,0,0,0,1,1,0,35,0,17,18,20,18,11.555555555555555,0,13,11.615384615384617,0,15.5,2.8,-4.06,133.1,100.0,Graduate
1,39,1,33,1,1,1,3,1,2,0,0,0,1,0,0,26,0,0,7,9,7,14.75,0,12,13.8,3,16.2,0.3,-0.92,140.0,152.8,Enrolled
1,18,5,9853,1,1,1,38,19,7,1,0,1,0,0,0,20,0,0,6,14,2,12.0,0,14,11.666666666666666,0,10.8,1.4,1.74,121.0,117.5,Dropout
1,1,1,2,1,1,1,13,27,10,1,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,,,Graduate
1,1,2,9670,1,1,1,19,1,9,1,0,1,1,1,0,20,0,0,5,5,4,12.0,0,6,11.6,0,9.4,-0.8,-3.12,124.0,117.7,Dropout
1,17,6,9147,1,1,1,37,37,9,1,0,0,1,1,0,25,0,13,15,15,13,10.76923076923077,0,15,11.833333333333334,0,7.6,2.6,0.32,130.0,110.4,Dropout
1,1,1,6,1,1,1,1,2,4,1,0,0,1,0,0,19,0,0,5,13,4,12.0,2,8,12.0,0,9.4,-0.8,-3.12,,,Enrolled
1,17,4,9773,1,1,1,1,1,5,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,6,12.333333333333334,0,12.7,3.7,-1.7,137.0,125.8,Dropout
1,8,6,14,1,1,1,1,14,5,0,0,0,1,1,0,21,0,0,6,10,6,12.285714285714286,0,11,14.25,0,15.5,2.8,-4.06,,,Enrolled
1,43,1,9147,1,1,1,37,19,9,0,0,0,1,1,0,22,0,0,5,5,0,0.0,0,9,13.333333333333334,2,16.2,0.3,-0.92,130.0,130.8,Enrolled
1,17,1,171,1,1,1,1,1,4,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,128.0,134.7,Dropout
1,17,1,9853,1,1,1,38,38,7,1,0,0,1,0,0,18,0,0,6,11,3,12.333333333333334,0,10,10.833333333333334,0,9.4,-0.8,-3.12,138.0,124.7,Enrolled
1,15,1,4,1,14,1,1,1,4,0,0,0,1,1,0,22,0,4,10,21,5,11.4,1,13,11.666666666666666,0,15.5,2.8,-4.06,,,Dropout
1,6,1,9,1,1,12,1,1,3,0,0,0,1,0,0,19,1,0,5,10,4,12.0,0,6,11.4,0,11.1,0.6,2.02,,,Graduate
1,1,1,3,0,1,1,22,27,10,0,0,0,1,0,0,29,0,8,11,14,11,12.75,0,7,13.428571428571429,0,9.4,-0.8,-3.12,,,Graduate
1,1,1,14,1,1,1,13,1,8,0,0,0,1,1,0,21,0,0,5,7,5,11.166666666666666,0,5,11.0,0,9.4,-0.8,-3.12,,,Dropout
1,1,1,9670,1,1,1,1,19,7,1,0,0,1,1,0,20,0,0,6,10,6,12.714285714285714,0,8,13.0,0,12.4,0.5,1.79,132.0,129.9,Enrolled
1,8,3,9,1,1,1,1,1,5,1,0,0,1,0,0,18,0,0,5,5,5,12.6,0,5,11.0,0,11.1,0.6,2.02,,,Enrolled
1,8,1,9,1,1,1,1,28,5,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,8,12.0,0,12.7,3.7,-1.7,,,Graduate
1,5,3,9070,1,1,1,3,1,9,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,8,14.125,0,10.8,1.4,1.74,157.0,138.1,Graduate
1,17,1,9991,0,1,1,38,3,9,1,0,1,0,0,0,26,0,0,5,5,0,0.0,0,6,0.0,0,10.8,1.4,1.74,120.0,116.9,Dropout
1,12,1,4,1,1,14,1,1,10,0,0,1,0,0,0,29,1,3,9,9,3,14.333333333333334,0,8,14.0,0,15.5,2.8,-4.06,,,Dropout
1,1,1,9853,1,1,1,19,38,9,1,0,0,1,0,1,18,0,0,6,8,5,12.8,0,7,13.4,0,9.4,-0.8,-3.12,146.0,145.3,Enrolled
