admission_grade,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
125.0,0,1,1,0,21,6,5,11.333333333333334,11.5
123.0,0,1,1,1,28,5,3,14.333333333333334,12.428571428571429
125.0,0,1,0,0,28,6,6,14.428571428571429,15.6
130.0,0,1,0,0,20,6,5,11.8,12.0
112.6,0,1,0,0,23,6,5,13.6,11.6
160.0,0,1,0,0,23,6,4,13.4,13.5
100.0,0,1,0,0,25,7,3,13.0,11.666666666666666
106.4,0,1,0,1,19,7,5,13.34,12.385714285714286
150.0,0,1,1,1,20,6,3,12.0,11.666666666666666
130.0,0,1,1,0,19,6,5,11.5,11.333333333333334
123.6,0,1,0,1,18,7,5,12.86,12.86
126.1,0,1,0,0,18,7,7,12.59125,12.820000000000002
120.0,0,1,1,0,22,6,5,13.0,11.5
129.8,0,1,1,0,18,5,0,0.0,15.0
135.7,0,1,1,0,19,6,5,13.2,13.25
108.0,0,1,1,0,34,12,7,11.428571428571429,11.857142857142858
122.9,0,1,1,1,19,6,6,11.166666666666666,11.666666666666666
118.7,0,1,1,0,20,6,4,11.75,11.333333333333334
120.0,0,1,0,1,20,6,6,14.5,15.0
107.3,0,1,0,1,19,6,4,10.4,10.75
106.0,1,1,0,0,21,7,7,13.0,12.5
124.1,0,1,0,0,18,6,6,14.166666666666666,13.428571428571429
114.8,0,1,0,0,21,7,4,13.25,13.82
122.6,0,1,1,0,22,6,1,11.0,0.0
120.0,0,1,0,0,33,8,5,12.6,11.25
123.5,0,1,0,1,20,6,4,11.5,11.0
131.8,0,1,0,0,35,5,4,14.2,11.857142857142858
136.7,0,1,0,0,22,6,4,12.5,13.666666666666666
130.7,0,1,0,0,20,6,6,11.666666666666666,11.6
119.7,0,1,0,0,20,5,3,13.0,13.0
136.2,1,1,1,0,21,12,11,11.545454545454543,11.7
124.2,0,1,1,0,23,5,1,10.0,0.0
135.4,0,1,0,0,24,6,5,11.8,11.25
115.2,1,1,0,0,19,5,1,10.0,10.0
125.1,0,1,0,0,19,6,4,11.0,12.5
125.9,0,1,0,0,22,6,4,10.0,13.5
124.6,0,1,0,0,36,5,3,11.0,13.375
108.3,0,1,0,1,20,7,0,0.0,0.0
133.0,0,1,0,0,40,6,5,13.0,12.6
117.3,0,1,0,0,19,5,3,10.8,10.5
114.0,0,1,0,0,20,7,0,0.0,11.666666666666666
139.0,0,1,0,1,38,5,5,11.0,11.4
128.2,0,1,1,1,19,12,12,13.333333333333334,12.818181818181818
122.0,0,1,0,1,21,6,1,10.0,11.4
136.3,0,1,0,0,18,8,7,12.285714285714286,12.285714285714286
140.8,0,1,0,0,19,6,5,12.4,12.75
140.0,0,1,0,0,22,6,6,12.571428571428571,13.666666666666666
135.5,1,1,0,0,22,17,12,11.833333333333334,11.25
118.3,0,1,0,0,20,6,6,12.166666666666666,14.0
130.0,0,1,0,0,31,6,6,13.166666666666666,13.0
131.8,0,1,0,1,18,6,6,13.571428571428571,12.8
130.7,1,1,0,0,21,5,2,11.5,11.0
109.8,0,1,0,0,19,6,4,11.25,12.0
120.0,0,1,0,1,25,8,7,13.29,13.29
107.8,0,1,0,0,33,10,8,10.375,10.444444444444445
140.2,0,1,0,0,20,7,7,12.333333333333334,12.625
124.0,0,1,0,0,19,5,5,11.2,11.75
129.8,0,1,0,0,20,6,6,11.833333333333334,13.333333333333334
138.4,0,0,0,0,18,6,6,14.833333333333334,12.5
133.7,0,1,0,1,19,5,2,13.5,11.4
115.4,0,1,0,1,24,8,7,11.971428571428572,11.971428571428572
129.1,0,1,0,0,19,5,3,12.0,13.5
140.0,0,1,0,0,21,12,8,12.25,12.2
114.2,0,1,0,0,18,6,5,12.2,11.6
113.3,0,1,0,0,24,7,5,12.4,12.15
123.5,0,1,0,0,22,7,6,10.744444444444444,11.8375
154.6,0,0,0,1,44,6,4,12.75,10.0
120.2,0,1,0,0,20,5,2,10.0,11.0
143.8,1,1,0,0,19,0,0,0.0,0.0
118.0,0,1,0,1,18,8,7,13.242857142857144,13.242857142857144
110.3,0,0,0,0,18,6,5,12.6,11.8
145.0,0,1,0,1,21,5,4,12.25,11.8
110.0,0,1,0,0,20,6,4,12.75,11.333333333333334
121.7,0,1,0,1,18,6,0,0.0,11.0
123.7,0,1,0,0,18,5,1,14.0,14.0
148.2,1,1,0,0,27,6,6,12.125,12.0
121.8,1,1,0,0,18,6,4,13.5,10.666666666666666
118.4,0,1,0,0,20,5,0,0.0,0.0
123.3,0,1,0,0,19,5,3,14.0,11.75
140.0,0,1,0,0,20,6,6,12.666666666666666,11.5
132.5,0,1,0,0,22,6,4,12.25,11.6
118.3,0,1,0,0,22,6,3,15.0,10.25
143.9,0,1,0,0,20,0,0,0.0,0.0
135.0,0,1,0,0,18,6,6,13.5,13.333333333333334
134.5,0,1,0,0,45,6,5,13.6,13.0
130.0,1,1,0,0,25,5,4,11.25,12.0
107.4,0,1,1,0,20,5,3,10.5,11.25
100.0,0,1,1,0,22,6,4,11.25,11.0
121.5,0,1,1,0,20,7,6,13.016666666666666,13.016666666666666
136.6,0,1,0,0,18,6,6,11.714285714285714,10.375
117.1,0,1,0,0,21,5,3,12.666666666666666,12.75
140.0,0,1,1,0,21,0,0,0.0,0.0
141.0,0,1,1,0,18,6,6,13.0,10.0
118.9,0,1,1,0,18,5,3,14.0,12.666666666666666
134.5,0,1,1,0,25,6,6,13.166666666666666,12.6
133.0,0,1,1,0,18,5,4,13.0,12.333333333333334
105.0,0,1,1,0,21,6,3,11.25,0.0
110.0,0,1,1,1,24,7,6,10.857142857142858,11.857142857142858
134.7,0,1,1,0,22,5,4,11.75,11.0
120.0,0,1,1,0,28,13,8,11.625,11.0
123.5,0,1,1,0,18,5,0,0.0,10.0
135.0,1,1,1,0,21,5,3,12.333333333333334,11.25
147.9,0,1,0,0,28,5,4,11.5,12.0
118.8,0,1,0,0,21,5,3,10.666666666666666,12.5
117.1,0,1,0,0,20,6,1,17.0,17.0
127.2,0,1,0,1,18,5,3,12.666666666666666,12.5
128.5,0,1,0,0,18,7,5,14.06,12.571428571428571
146.2,0,1,0,0,30,5,3,10.333333333333334,12.8
123.6,0,1,0,0,18,6,4,11.5,10.75
120.0,0,1,1,0,18,7,6,11.833333333333334,11.833333333333334
121.2,0,1,0,0,19,6,2,13.0,10.833333333333334
121.4,0,1,0,0,20,6,0,0.0,0.0
130.0,0,1,0,0,32,7,7,13.761111111111113,12.06375
138.4,0,1,0,0,18,5,4,11.25,11.0
110.4,0,1,0,0,21,6,5,12.6,11.666666666666666
126.8,0,1,1,0,18,6,5,12.6,13.0
127.5,0,1,1,0,20,6,4,12.0,11.333333333333334
133.4,0,1,1,1,19,6,4,13.0,12.2
121.2,0,1,1,0,25,10,5,11.6,13.0
