Admission grade,Age at enrollment,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate,dataset_marker
120.5,19,1,9670,4,0,6,17,12.5,0,4,0,6,8,13.25,0,1,0,0,0,8,19,0.79,1,-0.3,0,1,4,3,1,1,132.0,0,Enrolled,1,13.9,df2
110.3,24,1,9119,1,0,5,12,10.0,0,1,0,5,11,11.0,0,1,1,0,0,7,19,3.51,1,1.4,0,1,9,19,1,1,139.0,0,Enrolled,1,8.9,df2
140.0,22,1,9119,0,0,5,9,0.0,0,2,0,5,6,11.666666666666666,0,1,0,1,0,5,19,1.74,1,1.4,0,1,4,1,1,39,140.0,0,Enrolled,1,10.8,df2
132.8,19,1,9003,4,0,6,9,12.0,2,4,0,6,10,12.5,0,1,0,0,0,9,19,-4.06,1,2.8,0,1,9,19,1,1,144.0,1,Enrolled,1,15.5,df2
127.2,23,1,171,13,13,17,19,12.153846153846152,0,11,10,17,28,11.909090909090908,1,1,1,1,0,4,1,2.02,1,0.6,0,1,7,1,1,1,131.0,0,Enrolled,1,11.1,df2
133.4,29,1,9773,6,0,6,8,16.5,0,5,0,6,6,13.8,0,1,0,1,0,6,2,2.02,1,0.6,0,1,4,3,1,1,140.0,0,Enrolled,0,11.1,df2
140.0,20,1,9003,6,0,6,11,11.285714285714286,0,5,0,6,12,11.77777777777778,0,1,0,0,0,5,1,-0.92,1,0.3,0,1,4,1,1,1,140.0,0,Enrolled,1,16.2,df2
117.0,22,3,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,1,5,39,1.74,1,1.4,0,1,2,3,1,1,125.0,0,Enrolled,1,10.8,df2
110.7,20,2,9670,5,0,6,10,14.0,0,6,0,6,10,12.0,0,1,0,1,0,5,1,2.02,1,0.6,0,1,3,3,1,1,117.0,0,Enrolled,1,11.1,df2
160.0,24,1,9130,4,0,5,13,13.75,1,3,0,5,9,12.0,0,1,0,1,0,5,19,-3.12,1,-0.8,0,1,9,19,1,1,150.0,0,Enrolled,1,9.4,df2
130.0,21,1,9003,10,7,12,20,11.8,0,9,5,12,15,11.444444444444445,0,1,1,0,0,9,1,3.51,1,1.4,0,1,9,19,1,1,130.0,0,Enrolled,1,8.9,df2
115.8,20,1,9119,4,0,5,10,11.5,0,0,0,5,11,0.0,0,1,0,0,0,5,1,0.79,1,-0.3,0,1,4,19,1,1,127.0,0,Enrolled,1,13.9,df2
126.1,22,5,9773,5,0,6,10,13.4,0,3,0,6,12,10.666666666666666,0,1,0,1,0,2,3,-3.12,1,-0.8,0,1,5,37,1,1,125.0,0,Enrolled,1,9.4,df2
126.3,18,1,9147,2,0,5,11,13.5,0,3,0,5,11,12.333333333333334,0,1,0,0,0,5,19,3.51,1,1.4,0,1,9,38,1,1,135.0,0,Enrolled,1,8.9,df2
124.2,22,1,9773,3,0,6,17,11.333333333333334,3,3,0,6,14,12.333333333333334,0,1,0,1,0,7,38,-4.06,1,2.8,0,1,9,19,1,1,128.0,0,Enrolled,1,15.5,df2
136.1,19,2,9773,5,0,6,9,11.4,0,5,0,6,13,12.4,0,1,0,1,0,4,1,3.51,1,1.4,0,1,4,3,1,1,135.0,0,Enrolled,1,8.9,df2
120.0,43,2,9991,3,0,5,11,10.666666666666666,0,4,1,5,10,12.5,0,0,0,0,0,9,37,-3.12,0,-0.8,0,2,9,37,1,1,150.0,0,Enrolled,1,9.4,df2
129.8,24,1,9003,7,0,7,7,13.571428571428571,0,5,0,6,9,13.4,0,1,0,0,0,144,1,3.51,1,1.4,1,1,192,1,6,1,133.1,0,Enrolled,1,8.9,df2
126.6,18,4,9119,4,0,5,7,12.0,0,3,0,5,10,13.0,3,1,0,1,0,7,37,0.32,1,2.6,0,1,5,38,1,1,135.0,0,Enrolled,1,7.6,df2
120.0,21,1,9085,0,0,5,11,0.0,2,3,0,5,11,11.666666666666666,1,1,0,0,0,7,37,-3.12,1,-0.8,0,2,9,37,1,1,160.0,0,Enrolled,1,9.4,df2
108.3,39,1,8014,5,0,6,8,11.4,0,3,1,6,12,11.0,1,0,0,0,0,6,37,0.32,1,2.6,0,1,6,37,1,1,100.0,0,Enrolled,1,7.6,df2
100.0,34,1,9500,6,0,7,15,11.333333333333334,0,4,0,7,16,12.6,0,1,0,0,0,9,37,-0.92,1,0.3,0,1,9,37,1,1,120.0,0,Enrolled,1,16.2,df2
118.1,18,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,9,38,-3.12,1,-0.8,0,1,5,1,1,1,130.0,0,Enrolled,0,9.4,df2
130.0,21,1,171,12,6,12,12,15.083333333333334,0,11,4,11,15,13.083333333333334,0,1,0,0,0,9,1,3.51,1,1.4,1,1,2,1,26,1,130.0,0,Enrolled,1,8.9,df2
146.4,27,1,9147,3,0,5,12,10.0,0,1,0,5,12,13.0,0,1,0,0,0,8,37,0.32,1,2.6,0,1,4,19,1,1,166.0,0,Enrolled,1,7.6,df2
148.5,18,1,9119,4,0,5,7,10.0,0,1,0,5,8,16.0,0,1,0,1,0,9,37,1.74,1,1.4,0,1,9,37,1,1,146.0,0,Enrolled,1,10.8,df2
140.0,20,1,9003,5,0,6,11,13.833333333333334,0,6,0,6,13,12.3,0,1,0,0,0,1,37,-4.06,1,2.8,0,1,9,37,1,39,140.0,1,Enrolled,1,15.5,df2
150.0,19,1,9130,5,1,6,13,11.6,0,2,1,6,12,11.0,0,1,0,1,0,5,1,0.79,1,-0.3,0,1,2,5,1,39,150.0,0,Enrolled,1,13.9,df2
140.8,23,1,9254,6,0,6,8,12.666666666666666,0,5,0,6,10,12.2,0,1,0,1,0,9,38,0.32,1,2.6,0,1,9,19,1,1,160.0,0,Enrolled,1,7.6,df2
120.0,22,1,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,2,3,0.32,1,2.6,0,1,2,3,1,1,120.0,0,Enrolled,1,7.6,df2
123.2,20,6,9147,3,0,5,7,12.666666666666666,1,2,0,5,12,12.5,0,1,0,1,0,6,38,-3.12,1,-0.8,0,1,5,19,1,1,133.0,0,Enrolled,1,9.4,df2
127.9,20,2,9773,3,0,6,11,13.666666666666666,0,4,0,6,13,10.25,0,1,0,1,0,4,1,-3.12,1,-0.8,0,1,4,1,1,1,124.0,0,Enrolled,1,9.4,df2
120.3,19,2,9147,5,0,5,9,10.8,0,2,0,5,13,13.5,0,1,0,0,0,6,1,3.51,1,1.4,0,1,9,1,1,1,128.0,0,Enrolled,1,8.9,df2
190.0,18,1,9500,4,0,7,15,11.575,0,5,0,7,10,12.419999999999998,0,1,0,1,0,4,2,1.79,0,0.5,1,1,122,3,108,1,190.0,0,Enrolled,1,12.4,df2
121.0,20,4,9119,4,0,5,10,14.25,0,1,0,5,14,10.0,0,1,0,1,0,171,1,3.51,1,1.4,1,1,191,1,62,1,122.0,0,Enrolled,1,8.9,df2
126.3,18,1,9130,6,0,6,7,12.833333333333334,1,6,0,6,8,13.0,0,1,0,1,0,6,19,3.51,0,1.4,0,1,2,2,1,1,138.0,1,Enrolled,1,8.9,df2
130.2,19,2,9853,5,0,6,8,11.4,1,4,0,6,7,10.75,0,1,0,1,0,5,1,-1.7,0,3.7,0,1,1,3,1,1,141.0,0,Enrolled,1,12.7,df2
100.0,19,1,9130,5,0,5,10,14.857142857142858,2,5,0,5,7,15.142857142857142,0,1,0,0,0,2,4,-3.12,0,-0.8,1,1,3,3,41,1,100.0,0,Enrolled,1,9.4,df2
140.0,19,1,9003,3,0,6,18,11.666666666666666,0,4,0,6,14,11.5,0,1,0,0,0,3,38,-4.06,0,2.8,0,1,6,38,1,39,140.0,0,Enrolled,1,15.5,df2
153.1,20,3,9070,6,0,6,6,12.5,0,6,0,6,6,14.333333333333334,0,1,0,1,0,4,3,-1.7,0,3.7,0,1,4,3,1,1,145.0,1,Enrolled,1,12.7,df2
124.9,18,4,9119,3,0,5,11,10.666666666666666,0,3,0,5,9,11.333333333333334,0,1,1,1,0,175,38,3.51,1,1.4,0,1,194,19,1,1,134.0,0,Enrolled,1,8.9,df2
150.8,18,1,9119,4,0,5,9,10.5,0,2,0,5,11,10.5,3,1,0,1,0,8,37,0.32,1,2.6,0,1,5,19,1,1,163.0,0,Enrolled,1,7.6,df2
163.6,18,2,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,2,3,1.79,0,0.5,0,1,2,3,1,1,165.0,0,Enrolled,1,12.4,df2
115.0,19,1,9147,5,0,5,11,11.5,0,2,0,5,9,10.666666666666666,0,1,0,0,0,171,19,0.79,0,-0.3,0,1,141,38,1,1,142.0,0,Enrolled,1,13.9,df2
126.0,20,1,9238,1,0,6,11,12.0,0,0,0,5,10,0.0,0,1,0,0,0,4,1,-3.12,0,-0.8,0,1,2,38,1,1,133.0,0,Enrolled,1,9.4,df2
105.0,26,1,8014,3,0,6,14,10.666666666666666,1,5,0,6,9,11.2,0,0,0,0,0,8,1,-4.06,0,2.8,0,1,9,19,1,1,140.0,0,Enrolled,1,15.5,df2
139.4,41,1,9147,5,0,5,6,11.6,0,5,0,5,8,12.2,0,1,1,0,0,7,37,0.32,0,2.6,0,1,9,37,1,12,133.1,0,Enrolled,1,7.6,df2
138.5,26,1,9991,4,0,5,10,12.0,0,4,0,5,9,11.25,0,0,0,0,0,8,37,-1.7,0,3.7,0,1,9,19,1,1,150.0,0,Enrolled,1,12.7,df2
108.7,21,2,9147,3,0,5,8,12.0,1,3,0,5,9,12.666666666666666,0,1,0,1,0,5,37,-3.12,0,-0.8,0,1,5,1,1,1,115.0,0,Enrolled,1,9.4,df2
106.0,24,4,9147,2,0,5,11,10.5,0,1,0,5,14,11.0,0,1,0,1,0,6,19,-1.7,0,3.7,0,1,4,1,1,1,133.1,0,Enrolled,1,12.7,df2
127.4,18,4,9853,5,0,6,7,12.2,0,5,0,6,7,12.2,0,1,0,1,0,9,1,1.74,0,1.4,0,1,5,19,1,1,134.0,0,Enrolled,1,10.8,df2
95.0,22,1,9853,6,0,7,10,11.5,0,6,0,7,8,13.166666666666666,0,1,1,1,0,9,37,2.02,0,0.6,0,1,9,19,1,1,133.1,0,Enrolled,0,11.1,df2
115.0,23,1,9147,2,0,5,7,10.0,1,1,0,5,9,12.0,0,1,0,1,0,7,19,-3.12,0,-0.8,0,1,7,19,1,1,115.0,0,Enrolled,1,9.4,df2
121.3,21,3,9085,2,0,5,14,13.0,2,4,0,5,8,12.0,1,1,0,1,0,5,37,-3.12,0,-0.8,0,1,5,19,1,1,130.0,0,Enrolled,1,9.4,df2
121.2,18,3,9853,5,0,6,8,13.4,0,5,0,6,7,12.0,0,1,0,1,0,7,38,0.32,0,2.6,0,1,7,38,1,1,118.0,0,Enrolled,1,7.6,df2
112.9,22,1,9254,4,0,6,14,12.25,0,3,0,6,11,11.333333333333334,0,1,0,1,0,9,1,0.32,0,2.6,0,1,4,1,1,1,122.0,0,Enrolled,1,7.6,df2
115.9,29,1,9070,9,9,10,15,11.555555555555555,0,10,7,11,17,11.9,0,1,0,0,0,2,2,-3.12,0,-0.8,0,1,2,3,1,1,100.0,0,Enrolled,1,9.4,df2
125.3,19,1,9500,7,0,7,7,12.2,0,7,0,7,7,12.2,0,1,0,0,0,4,19,0.32,1,2.6,0,1,4,1,1,1,137.0,0,Enrolled,1,7.6,df2
111.3,18,1,9147,4,0,5,10,10.8,0,4,0,5,10,11.75,0,1,0,0,0,7,19,-4.06,1,2.8,0,1,7,1,1,1,120.0,1,Enrolled,1,15.5,df2
144.8,28,9,9991,4,0,5,7,12.75,0,5,0,5,7,14.333333333333334,0,0,0,0,0,5,38,1.74,1,1.4,0,1,9,38,1,1,120.0,0,Enrolled,1,10.8,df2
129.9,20,1,9670,6,0,6,10,12.714285714285714,0,4,0,6,8,13.0,0,1,0,1,0,5,19,1.79,1,0.5,0,1,7,1,1,1,132.0,0,Enrolled,1,12.4,df2
126.4,26,1,9070,7,5,7,8,13.285714285714286,0,7,3,8,11,12.142857142857142,0,1,0,0,0,7,39,1.79,1,0.5,0,1,3,3,1,1,150.0,0,Enrolled,1,12.4,df2
121.4,20,1,9500,5,0,7,10,13.976666666666668,0,8,0,8,9,13.22222222222222,0,1,0,0,0,8,1,1.79,1,0.5,0,1,2,3,1,1,127.0,0,Enrolled,1,12.4,df2
111.9,20,2,9853,6,0,6,6,12.0,0,6,0,6,7,12.5,0,1,0,1,0,9,19,0.32,1,2.6,0,1,9,1,1,1,114.0,1,Enrolled,1,7.6,df2
100.5,43,1,9500,7,0,8,8,11.635714285714286,0,7,0,8,8,11.635714285714286,0,1,0,1,0,7,38,1.74,1,1.4,0,2,9,37,1,19,133.1,0,Enrolled,1,10.8,df2
123.3,18,5,9119,4,0,5,9,12.5,0,5,0,5,11,11.285714285714286,0,1,1,1,0,5,19,1.79,1,0.5,0,1,5,19,1,1,138.0,0,Enrolled,1,12.4,df2
114.3,40,1,9991,3,0,5,9,11.0,0,4,0,5,8,12.5,1,0,0,0,0,99,34,0.32,1,2.6,0,2,99,34,1,1,160.0,0,Enrolled,1,7.6,df2
97.0,27,1,9254,6,0,6,6,10.666666666666666,0,4,0,6,8,11.25,0,1,0,0,0,1,37,1.74,1,1.4,0,1,1,37,1,1,133.1,0,Enrolled,1,10.8,df2
140.0,26,1,9003,0,0,6,6,0.0,0,0,0,6,7,0.0,0,1,1,1,0,134,1,3.51,1,1.4,0,1,134,38,1,39,140.0,0,Enrolled,1,8.9,df2
122.5,20,2,9119,5,0,5,7,10.8,0,3,0,5,9,12.0,0,1,0,1,0,192,38,3.51,1,1.4,0,1,141,1,1,1,126.0,0,Enrolled,1,8.9,df2
115.7,20,1,9147,5,0,5,7,11.0,0,3,0,5,7,10.0,0,1,0,0,0,8,38,3.51,1,1.4,0,1,9,19,1,1,130.0,0,Enrolled,1,8.9,df2
166.0,20,1,9119,0,0,5,7,0.0,0,0,0,5,5,0.0,0,1,1,1,0,9,19,-3.12,1,-0.8,0,1,9,37,1,1,140.0,0,Enrolled,1,9.4,df2
125.3,30,1,9500,4,0,7,12,14.4,0,6,0,7,9,13.5,0,1,1,0,0,123,2,1.79,1,0.5,0,1,144,1,1,1,120.0,0,Enrolled,1,12.4,df2
109.1,21,1,9670,4,0,6,11,12.25,0,4,0,6,9,13.4,0,1,1,0,0,171,19,2.02,1,0.6,0,1,191,19,1,1,115.0,0,Enrolled,0,11.1,df2
108.0,19,1,9670,0,0,5,10,0.0,0,0,0,5,5,0.0,0,1,0,0,0,4,1,0.32,1,2.6,0,1,4,1,1,1,109.0,0,Enrolled,1,7.6,df2
130.0,25,1,9556,7,0,7,14,11.95,0,7,0,8,15,12.042857142857144,0,1,0,0,0,2,3,-1.7,0,3.7,0,4,9,19,1,1,160.0,0,Enrolled,1,12.7,df2
112.8,26,2,9556,0,0,7,7,0.0,0,0,0,8,8,0.0,6,1,0,0,0,9,38,1.74,0,1.4,0,2,9,19,1,1,110.0,1,Enrolled,1,10.8,df2
128.3,19,2,9147,3,0,5,10,11.0,0,4,0,5,9,11.75,0,1,0,1,0,2,3,-1.7,0,3.7,0,1,2,2,1,1,129.0,0,Enrolled,1,12.7,df2
100.0,21,1,9085,4,0,6,11,11.75,0,3,0,6,12,13.666666666666666,0,1,0,0,0,5,3,0.79,0,-0.3,0,1,2,3,1,1,127.0,0,Enrolled,1,13.9,df2
123.0,21,1,9130,1,0,5,12,11.0,0,2,0,5,9,10.5,0,1,0,1,0,2,5,-1.7,0,3.7,0,1,2,4,1,1,138.0,0,Enrolled,1,12.7,df2
120.0,26,1,9085,6,0,6,8,15.428571428571429,0,5,0,6,7,14.5,0,1,0,0,0,9,1,2.02,0,0.6,0,1,2,4,1,1,130.0,0,Enrolled,0,11.1,df2
122.0,20,1,9500,7,0,8,8,14.014285714285714,0,7,0,8,8,14.014285714285714,0,1,0,1,0,4,19,-1.7,0,3.7,0,1,4,19,1,1,131.0,0,Enrolled,1,12.7,df2
110.7,18,2,9238,2,0,6,15,10.333333333333334,3,3,0,6,13,13.333333333333334,0,1,0,1,1,10,19,-1.7,0,3.7,0,1,4,1,1,1,118.0,0,Enrolled,1,12.7,df2
102.2,20,1,9500,7,0,7,7,12.401428571428571,0,6,0,8,10,11.808333333333332,0,1,1,1,0,163,38,2.02,1,0.6,0,1,191,37,1,1,106.0,0,Enrolled,1,11.1,df2
120.0,23,1,9003,0,0,6,6,0.0,0,0,0,6,8,0.0,0,1,0,0,0,5,19,-4.06,1,2.8,0,1,3,38,1,39,120.0,0,Enrolled,1,15.5,df2
130.0,20,1,9003,4,0,6,12,10.8,0,4,0,6,13,12.0,0,1,0,0,0,6,3,1.79,1,0.5,0,1,9,2,1,39,130.0,0,Enrolled,1,12.4,df2
100.0,45,1,8014,8,5,9,13,11.0,0,6,3,7,10,10.833333333333334,0,0,0,0,0,5,37,-1.7,0,3.7,0,1,9,37,1,1,120.0,0,Enrolled,1,12.7,df2
111.0,26,1,8014,3,0,6,10,12.333333333333334,0,3,0,6,14,11.666666666666666,0,0,0,1,0,5,37,0.32,0,2.6,0,1,5,37,1,19,100.0,1,Enrolled,1,7.6,df2
130.1,25,1,9991,3,0,5,8,11.0,0,3,0,5,8,11.25,0,0,0,0,0,9,37,1.74,0,1.4,0,1,9,37,1,1,130.0,0,Enrolled,1,10.8,df2
117.5,19,1,9500,5,0,8,10,12.858,3,5,0,8,10,12.858,3,1,0,1,0,8,37,-3.12,1,-0.8,0,1,3,19,1,1,124.0,0,Enrolled,1,9.4,df2
120.2,19,4,9500,5,0,7,9,14.06,0,7,0,7,9,11.242857142857142,0,1,0,0,0,10,1,1.79,0,0.5,0,1,5,12,1,1,126.0,1,Enrolled,1,12.4,df2
136.1,18,2,171,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,9,37,-1.7,0,3.7,0,1,9,19,1,1,141.0,1,Enrolled,1,12.7,df2
122.4,19,2,9670,4,0,5,5,13.75,0,5,0,6,9,12.6,0,1,0,1,0,5,3,-1.7,0,3.7,0,1,5,3,1,1,129.0,0,Enrolled,1,12.7,df2
105.0,23,1,9773,3,0,6,11,11.333333333333334,0,2,0,6,7,11.0,0,1,0,1,0,5,37,-0.92,0,0.3,0,1,5,19,1,1,119.0,0,Enrolled,1,16.2,df2
129.9,20,1,9238,5,0,6,7,13.2,0,6,0,6,6,12.666666666666666,0,1,0,1,0,7,37,1.74,0,1.4,0,1,9,37,1,1,132.0,0,Enrolled,1,10.8,df2
111.3,19,3,9670,3,0,5,7,11.333333333333334,0,4,0,5,7,11.0,0,1,0,1,0,7,37,-3.12,1,-0.8,0,1,7,37,1,1,120.0,0,Enrolled,1,9.4,df2
127.6,29,1,9991,0,0,5,5,0.0,0,0,0,5,5,0.0,0,0,0,0,0,9,37,0.32,1,2.6,0,4,9,37,1,1,130.0,0,Enrolled,1,7.6,df2
126.6,18,1,9670,6,0,6,8,14.625,0,6,0,6,9,14.142857142857142,0,1,0,1,0,7,12,2.02,0,0.6,0,1,5,12,1,1,122.0,0,Enrolled,1,11.1,df2
120.1,19,3,9500,4,0,7,12,13.375,0,6,0,7,8,12.116666666666667,0,1,0,1,0,181,19,1.79,0,0.5,0,1,131,1,1,1,126.0,0,Enrolled,1,12.4,df2
117.8,19,1,9147,4,0,5,6,11.0,0,4,0,5,9,13.857142857142858,0,1,0,0,0,7,37,1.74,0,1.4,0,1,9,37,1,1,129.0,1,Enrolled,1,10.8,df2
117.6,18,1,9773,0,0,6,6,0.0,0,3,0,6,10,11.0,0,1,0,1,0,5,1,-0.92,0,0.3,0,1,5,19,1,1,127.0,0,Enrolled,1,16.2,df2
109.1,19,1,9670,6,0,6,7,13.285714285714286,0,5,0,6,9,14.6,0,1,0,1,0,4,1,1.79,0,0.5,0,1,4,1,1,1,115.0,1,Enrolled,1,12.4,df2
120.3,19,5,9500,5,0,7,11,11.716666666666669,0,5,0,7,8,13.7,0,1,0,1,0,8,19,0.79,0,-0.3,0,1,4,3,1,1,125.0,0,Enrolled,1,13.9,df2
136.4,18,2,9070,6,0,6,6,12.333333333333334,0,6,0,6,6,12.833333333333334,0,1,0,1,0,2,4,0.32,0,2.6,0,1,2,3,1,1,129.0,0,Enrolled,1,7.6,df2
124.4,18,3,9147,5,0,5,5,12.6,0,4,0,5,5,11.0,0,1,0,1,0,7,1,2.02,0,0.6,0,1,4,1,1,1,137.0,0,Enrolled,1,11.1,df2
120.0,34,1,9003,6,1,6,10,14.333333333333334,0,6,0,6,9,12.833333333333334,0,1,1,0,0,2,3,2.02,0,0.6,0,2,2,3,1,1,150.0,0,Enrolled,0,11.1,df2
111.8,22,2,9670,3,0,5,8,12.0,0,2,0,5,9,11.0,1,1,0,0,0,9,37,0.32,0,2.6,0,1,9,37,1,1,117.0,0,Enrolled,1,7.6,df2
108.0,50,2,9147,3,0,5,12,13.333333333333334,1,5,0,5,8,12.2,0,1,0,0,0,8,37,-3.12,0,-0.8,0,2,9,37,1,1,140.0,0,Enrolled,1,9.4,df2
110.0,25,1,9085,3,0,6,13,11.666666666666666,0,2,0,6,14,11.333333333333334,0,1,0,0,0,6,37,2.02,0,0.6,0,1,6,37,1,1,130.0,1,Enrolled,1,11.1,df2
119.9,50,1,9991,2,0,5,9,10.5,0,3,0,5,7,11.0,0,0,0,0,0,9,37,-1.7,0,3.7,0,2,9,37,1,1,120.0,0,Enrolled,1,12.7,df2
106.0,48,1,8014,5,0,6,9,13.0,0,4,0,6,10,12.5,0,0,0,1,0,0,34,0.32,0,2.6,0,4,0,34,1,12,133.1,0,Enrolled,1,7.6,df2
140.0,41,1,9147,4,0,5,14,14.5,1,5,0,5,12,13.0,0,1,0,0,0,10,37,-3.12,0,-0.8,0,2,9,37,1,1,110.0,0,Enrolled,1,9.4,df2
117.3,28,1,9991,6,6,10,15,10.666666666666666,0,9,5,10,17,11.333333333333334,1,0,0,0,0,6,37,0.32,0,2.6,0,2,5,38,1,1,140.0,0,Enrolled,1,7.6,df2
118.0,53,1,9147,15,14,15,15,11.8,0,12,12,13,13,11.666666666666666,1,1,0,0,0,10,37,3.51,0,1.4,0,1,9,1,1,1,160.0,0,Enrolled,1,8.9,df2
106.8,49,1,8014,5,0,6,9,12.333333333333334,0,4,0,6,12,11.5,0,0,0,0,0,7,37,0.79,0,-0.3,0,1,9,37,1,1,120.0,0,Enrolled,1,13.9,df2
114.3,22,1,9238,8,5,10,15,11.0,0,5,2,7,16,11.2,0,1,0,1,0,5,19,-3.12,0,-0.8,0,1,5,19,1,1,122.0,0,Enrolled,1,9.4,df2
147.8,40,1,9991,4,0,5,9,11.25,0,5,0,5,6,12.0,0,0,0,0,0,6,37,0.79,0,-0.3,0,1,6,37,1,1,120.0,0,Enrolled,1,13.9,df2
120.0,36,1,9991,11,8,12,21,11.5,0,12,7,12,22,11.4375,0,0,0,0,0,8,37,-3.12,0,-0.8,0,2,9,37,1,2,120.0,0,Enrolled,1,9.4,df2
119.0,48,1,8014,6,0,6,7,10.666666666666666,0,5,0,6,9,11.8,0,0,0,0,0,9,37,1.74,0,1.4,0,6,9,37,1,1,133.1,1,Enrolled,1,10.8,df2
117.5,34,1,8014,4,0,6,6,13.25,0,0,0,6,6,0.0,0,0,0,0,0,5,37,-1.7,0,3.7,0,1,4,19,1,1,155.0,0,Enrolled,1,12.7,df2
127.0,19,3,9500,1,0,8,10,13.67,7,1,0,8,10,13.67,7,1,0,1,0,4,1,-3.12,0,-0.8,0,1,4,1,1,1,136.0,0,Enrolled,1,9.4,df2
127.1,34,1,9991,4,0,5,9,11.0,0,4,0,5,10,10.75,1,0,0,0,0,3,37,0.32,0,2.6,0,2,9,37,1,1,110.0,0,Enrolled,1,7.6,df2
152.8,28,2,9556,7,0,7,9,12.428571428571429,0,8,0,8,8,12.3,0,1,0,1,0,2,3,1.79,0,0.5,1,2,9,1,105,1,133.1,0,Enrolled,1,12.4,df2
100.0,35,2,9670,5,0,5,8,11.4,0,3,0,5,7,12.333333333333334,0,1,0,0,0,9,37,-3.12,0,-0.8,0,2,9,37,1,1,100.0,0,Enrolled,1,9.4,df2
133.0,18,4,9500,0,0,8,8,0.0,5,0,0,8,8,0.0,5,1,0,1,0,1,1,-3.12,0,-0.8,0,1,2,4,1,1,138.0,0,Enrolled,1,9.4,df2
139.4,18,1,9085,3,0,5,9,12.0,1,4,0,5,6,13.0,0,1,0,0,0,4,1,0.32,0,2.6,0,1,4,1,1,1,150.0,0,Enrolled,1,7.6,df2
110.0,20,2,9853,4,0,6,10,12.25,0,4,0,6,8,11.5,0,1,0,1,0,4,1,1.74,0,1.4,0,1,5,19,1,1,118.0,0,Enrolled,1,10.8,df2
125.1,18,2,9254,4,0,6,10,11.75,0,5,0,6,9,11.2,0,1,0,1,0,7,19,0.32,0,2.6,0,1,9,38,1,1,137.0,0,Enrolled,1,7.6,df2
112.0,20,1,9147,4,0,5,10,11.0,0,4,0,5,7,11.5,0,1,0,0,0,2,3,-4.06,0,2.8,0,1,2,3,1,1,120.0,0,Enrolled,1,15.5,df2
130.0,24,1,9500,7,0,8,12,12.714285714285714,0,7,0,8,12,12.714285714285714,0,1,0,0,0,5,19,-1.7,0,3.7,0,1,2,3,1,1,148.0,0,Enrolled,1,12.7,df2
124.6,19,5,9147,2,0,5,12,10.0,0,4,0,5,11,11.75,0,1,0,1,0,5,38,2.02,0,0.6,0,1,4,1,1,1,127.0,1,Enrolled,1,11.1,df2
139.8,18,4,9773,6,0,6,10,12.571428571428571,0,6,0,6,11,12.571428571428571,0,1,0,1,1,3,19,1.74,0,1.4,0,1,2,3,1,1,137.0,0,Enrolled,1,10.8,df2
128.8,18,5,9500,6,0,7,8,13.39,0,7,0,8,10,12.757142857142856,0,1,0,1,0,4,1,2.02,0,0.6,0,1,9,19,1,1,130.0,0,Enrolled,1,11.1,df2
126.0,19,1,9085,3,0,5,7,12.333333333333334,0,4,0,5,7,10.25,0,1,0,0,0,7,1,0.32,0,2.6,0,1,9,1,1,1,146.0,0,Enrolled,1,7.6,df2
112.3,19,1,9147,2,0,5,8,11.5,0,3,0,5,10,10.857142857142858,0,1,0,1,0,5,38,1.74,0,1.4,0,1,2,3,1,1,139.0,0,Enrolled,1,10.8,df2
137.4,19,2,9773,6,0,6,6,15.0,0,6,0,6,7,14.0,0,1,0,0,0,6,19,-4.06,0,2.8,0,1,5,19,1,1,130.0,0,Enrolled,1,15.5,df2
124.3,19,3,9500,5,0,7,9,12.32,0,5,0,7,9,11.9,0,1,0,1,0,2,3,1.79,0,0.5,1,1,5,2,6,1,140.0,0,Enrolled,1,12.4,df2
111.9,20,3,9670,6,0,6,7,11.333333333333334,0,4,0,6,10,10.571428571428571,0,1,0,1,0,5,19,1.74,1,1.4,0,1,5,1,1,1,121.0,1,Enrolled,1,10.8,df2
149.0,33,1,9119,4,0,5,10,12.0,0,3,0,5,8,13.666666666666666,1,1,0,1,0,4,37,0.32,1,2.6,0,1,9,19,1,1,130.0,0,Enrolled,1,7.6,df2
143.6,20,1,9670,5,0,6,8,12.8,0,5,0,6,10,11.6,0,1,0,1,0,112,2,0.79,1,-0.3,0,1,123,4,1,1,132.0,0,Enrolled,1,13.9,df2
